name,team,opponent,week,season,isHome,TOT,SOLO,SACKS,TFL,PD,QB HTS,TD
Andre Smith,BUF,WSH,3,2021,False,1,1,0,0,0,0,0
Justin Zimmer,BUF,WSH,3,2021,False,1,0,0,0,0,1,0
AJ Epenesa,BUF,WSH,3,2021,False,1,0,0,0,0,0,0
De'Vondre Campbell,GB,CHI,6,2021,True,6,4,0,0,0,0,0
Rasul Douglas,GB,CHI,6,2021,True,5,5,0,0,0,0,0
Dean Lowry,GB,CHI,6,2021,True,5,4,1,1,0,1,0
Henry Black,GB,CHI,6,2021,True,4,4,0,0,0,0,0
Kingsley Keke,GB,CHI,6,2021,True,4,3,0,0,0,0,0
Rashan Gary,GB,CHI,6,2021,True,4,3,0,0,0,1,0
Kenny Clark,GB,CHI,6,2021,True,3,3,2,2,0,2,0
Adrian Amos,GB,CHI,6,2021,True,3,3,0,0,0,0,0
Darnell Savage,GB,CHI,6,2021,True,3,3,0,0,1,0,0
Eric Stokes,GB,CHI,6,2021,True,3,2,0,0,0,0,0
Jonathan Garvin,GB,CHI,6,2021,True,2,2,1,1,0,0,0
Tyler Lancaster,GB,CHI,6,2021,True,2,2,0,0,0,0,0
Equanimeous St. Brown,GB,CHI,6,2021,True,2,2,0,0,0,0,0
Oren Burks,GB,CHI,6,2021,True,1,1,0,0,0,0,0
Allen Lazard,GB,CHI,6,2021,True,1,1,0,0,0,0,0
Tyler Davis,GB,CHI,6,2021,True,1,1,0,0,0,0,0
Krys Barnes,GB,CHI,6,2021,True,1,1,0,0,0,0,0
Shemar Jean-Charles,GB,CHI,6,2021,True,1,1,0,0,0,0,0
T.J. Slaton,GB,CHI,6,2021,True,1,1,0,0,0,0,0
Kylin Hill,GB,CHI,6,2021,True,1,1,0,0,0,0,0
Roquan Smith,CHI,GB,6,2021,False,12,6,0,0,0,0,0
Eddie Jackson,CHI,GB,6,2021,False,8,6,0,0,0,0,0
Tashaun Gipson Sr.,CHI,GB,6,2021,False,5,4,0,0,0,0,0
Robert Quinn,CHI,GB,6,2021,False,4,3,1,2,0,1,0
Khalil Mack,CHI,GB,6,2021,False,4,3,1,1,0,1,0
Kindle Vildor,CHI,GB,6,2021,False,4,2,0,0,0,0,0
Xavier Crawford,CHI,GB,6,2021,False,3,2,0,0,0,0,0
Jaylon Johnson,CHI,GB,6,2021,False,3,2,0,0,0,0,0
Danny Trevathan,CHI,GB,6,2021,False,3,1,0,0,0,0,0
Eddie Goldman,CHI,GB,6,2021,False,3,1,0,0,0,0,0
Alec Ogletree,CHI,GB,6,2021,False,2,1,0,0,1,0,0
DeAndre Houston-Carson,CHI,GB,6,2021,False,2,0,0,0,0,0,0
Bilal Nichols,CHI,GB,6,2021,False,2,0,0,0,0,0,0
Akiem Hicks,CHI,GB,6,2021,False,1,1,1,1,0,1,0
Angelo Blackson,CHI,GB,6,2021,False,1,1,0,0,0,0,0
Deon Bush,CHI,GB,6,2021,False,1,1,0,0,0,0,0
Trevis Gipson,CHI,GB,6,2021,False,1,1,0,0,0,0,0
Jesper Horsted,CHI,GB,6,2021,False,1,1,0,0,0,0,0
Sam Kamara,CHI,GB,6,2021,False,1,1,0,0,0,0,0
Mario Edwards Jr.,CHI,GB,6,2021,False,0,0,0,0,0,1,0
De'Vondre Campbell,GB,SF,3,2021,True,12,6,0,0,0,0,0
Darnell Savage,GB,SF,3,2021,True,6,6,0,1,1,0,0
Adrian Amos,GB,SF,3,2021,True,5,5,0,0,0,0,0
Jaire Alexander,GB,SF,3,2021,True,5,4,0,0,3,0,0
Eric Stokes,GB,SF,3,2021,True,5,1,0,0,1,0,0
Preston Smith,GB,SF,3,2021,True,4,3,1,1,0,3,0
Ty Summers,GB,SF,3,2021,True,3,3,0,0,0,0,0
Kenny Clark,GB,SF,3,2021,True,3,2,1,0,0,1,0
Oren Burks,GB,SF,3,2021,True,3,2,0.5,0,0,1,0
Henry Black,GB,SF,3,2021,True,3,2,0,0,0,0,0
Krys Barnes,GB,SF,3,2021,True,3,1,0,0,0,0,0
Dean Lowry,GB,SF,3,2021,True,2,1,0,0,0,1,0
Tyler Lancaster,GB,SF,3,2021,True,2,1,0,0,0,0,0
Jonathan Garvin,GB,SF,3,2021,True,2,1,0.5,0,0,2,0
Kingsley Keke,GB,SF,3,2021,True,2,0,0,0,0,0,0
Mason Crosby,GB,SF,3,2021,True,1,1,0,0,0,0,0
Chauncey Rivers,GB,SF,3,2021,True,1,1,0,0,0,0,0
Rashan Gary,GB,SF,3,2021,True,1,0,0.5,0,0,2,0
T.J. Slaton,GB,SF,3,2021,True,1,0,0.5,0,0,1,0
Chandon Sullivan,GB,SF,3,2021,True,0,0,0,0,1,0,0
Azeez Al-Shaair,SF,GB,3,2021,False,10,5,0,0,0,0,0
Fred Warner,SF,GB,3,2021,False,9,5,0,0,0,0,0
Emmanuel Moseley,SF,GB,3,2021,False,6,5,0,0,2,0,0
Javon Kinlaw,SF,GB,3,2021,False,6,1,0,0,0,0,0
Jimmie Ward,SF,GB,3,2021,False,4,4,0,0,0,0,0
Jaquiski Tartt,SF,GB,3,2021,False,4,3,0,0,0,0,0
Nick Bosa,SF,GB,3,2021,False,4,3,0,1,0,1,0
Dontae Johnson,SF,GB,3,2021,False,3,2,0,0,0,0,0
Kentavius Street,SF,GB,3,2021,False,3,1,0,1,0,0,0
Zach Kerr,SF,GB,3,2021,False,2,1,0,0,0,0,0
Arik Armstead,SF,GB,3,2021,False,1,1,1,1,0,1,0
Josh Norman,SF,GB,3,2021,False,1,1,0,0,0,0,0
K'Waun Williams,SF,GB,3,2021,False,1,1,0,0,0,0,0
George Kittle,SF,GB,3,2021,False,1,1,0,0,0,0,0
Samson Ebukam,SF,GB,3,2021,False,1,1,0,0,0,0,0
Mike McGlinchey,SF,GB,3,2021,False,1,1,0,0,0,0,0
D.J. Jones,SF,GB,3,2021,False,1,1,0,0,0,0,0
Deommodore Lenoir,SF,GB,3,2021,False,1,1,0,0,0,0,0
Trenton Cannon,SF,GB,3,2021,False,1,1,0,0,0,0,0
Talanoa Hufanga,SF,GB,3,2021,False,1,1,0,0,0,0,0
Christian Wilkins,MIA,SF,13,2022,True,12,7,0,1,0,0,0
Jerome Baker,MIA,SF,13,2022,True,11,6,0.5,1,0,1,0
Zach Sieler,MIA,SF,13,2022,True,7,5,0.5,0,0,2,0
Jevon Holland,MIA,SF,13,2022,True,7,5,0,0,0,0,0
Kader Kohou,MIA,SF,13,2022,True,5,4,0,0,0,0,0
Eric Rowe,MIA,SF,13,2022,True,5,3,0,0,1,0,0
Andrew Van Ginkel,MIA,SF,13,2022,True,5,0,0.5,0,0,1,0
Elandon Roberts,MIA,SF,13,2022,True,4,2,0,1,0,0,0
Xavien Howard,MIA,SF,13,2022,True,3,3,0,0,2,0,0
Bradley Chubb,MIA,SF,13,2022,True,3,2,1,1,0,2,0
John Jenkins,MIA,SF,13,2022,True,3,2,0,0,0,0,0
Keion Crossen,MIA,SF,13,2022,True,3,2,0,0,1,0,0
Jaelan Phillips,MIA,SF,13,2022,True,3,1,0.5,0,0,3,0
Elijah Campbell,MIA,SF,13,2022,True,2,2,0,0,0,0,0
Duke Riley,MIA,SF,13,2022,True,2,1,0,0,0,0,0
Melvin Ingram,MIA,SF,13,2022,True,1,1,1,1,0,1,0
Clayton Fejedelem,MIA,SF,13,2022,True,1,1,0,0,0,0,0
Durham Smythe,MIA,SF,13,2022,True,1,1,0,0,0,0,0
Tyreek Hill,MIA,SF,13,2022,True,1,1,0,0,0,0,0
Trent Sherfield,MIA,SF,13,2022,True,1,1,0,0,0,0,0
Jeff Wilson Jr.,MIA,SF,13,2022,True,1,1,0,0,0,0,0
Alec Ingold,MIA,SF,13,2022,True,1,1,0,0,0,0,0
Verone McKinley III,MIA,SF,13,2022,True,1,1,0,0,0,0,0
Sam Eguavoen,MIA,SF,13,2022,True,1,0,0,0,0,0,0
Justin Zimmer,MIA,SF,13,2022,True,1,0,0,0,0,0,0
Dre Greenlaw,SF,MIA,13,2022,False,8,7,0,0,1,0,1
Jimmie Ward,SF,MIA,13,2022,False,5,4,0,0,1,0,0
Nick Bosa,SF,MIA,13,2022,False,3,3,3,2,0,4,0
Tashaun Gipson Sr.,SF,MIA,13,2022,False,3,3,0,0,0,0,0
Hassan Ridgeway,SF,MIA,13,2022,False,3,1,0,0,0,0,0
George Odum,SF,MIA,13,2022,False,2,2,0,0,0,0,0
Oren Burks,SF,MIA,13,2022,False,2,1,0,0,0,0,0
Fred Warner,SF,MIA,13,2022,False,2,1,0,0,2,0,0
Demetrius Flannigan-Fowles,SF,MIA,13,2022,False,2,1,0,0,0,0,0
Samson Ebukam,SF,MIA,13,2022,False,1,1,0,0,0,0,0
Kevin Givens,SF,MIA,13,2022,False,1,1,0,0,0,0,0
Deommodore Lenoir,SF,MIA,13,2022,False,1,1,0,0,1,0,0
Brandon Aiyuk,SF,MIA,13,2022,False,1,1,0,0,0,0,0
Talanoa Hufanga,SF,MIA,13,2022,False,1,1,0,0,0,0,0
Kerry Hyder Jr.,SF,MIA,13,2022,False,1,0,0,0,0,0,0
Jordan Willis,SF,MIA,13,2022,False,1,0,0,0,0,0,0
Charvarius Ward,SF,MIA,13,2022,False,1,0,0,0,0,0,0
Samuel Womack III,SF,MIA,13,2022,False,1,0,0,0,0,0,0
Arik Armstead,SF,MIA,13,2022,False,0,0,0,0,0,1,0
Drake Jackson,SF,MIA,13,2022,False,0,0,0,0,1,0,0
Jeremy Reaves,WSH,PHI,15,2021,True,12,9,0,0,0,0,0
Cole Holcomb,WSH,PHI,15,2021,True,10,6,0,0,0,0,0
Jamin Davis,WSH,PHI,15,2021,True,10,5,0,0,0,0,0
Jonathan Allen,WSH,PHI,15,2021,True,7,5,1,1,0,1,0
Landon Collins,WSH,PHI,15,2021,True,7,4,0,0,1,0,0
Casey Toohill,WSH,PHI,15,2021,True,5,1,0,0,0,0,0
Bobby McCain,WSH,PHI,15,2021,True,4,3,0,0,0,0,0
Matt Ioannidis,WSH,PHI,15,2021,True,4,3,0,1,0,0,0
Danny Johnson,WSH,PHI,15,2021,True,4,3,0,0,0,0,0
Daron Payne,WSH,PHI,15,2021,True,4,3,0,0,0,0,0
Bunmi Rotimi,WSH,PHI,15,2021,True,4,2,1,1,0,1,0
William Jackson III,WSH,PHI,15,2021,True,3,2,0,0,0,0,0
Montez Sweat,WSH,PHI,15,2021,True,3,1,1,0,0,1,0
Darryl Roberts,WSH,PHI,15,2021,True,3,1,0,0,0,0,0
Troy Apke,WSH,PHI,15,2021,True,2,2,0,0,0,0,0
Cam Sims,WSH,PHI,15,2021,True,2,1,0,0,0,0,0
Jonathan Williams,WSH,PHI,15,2021,True,1,1,0,0,0,0,0
De'Jon Harris,WSH,PHI,15,2021,True,1,1,0,0,0,0,0
Akeem Spence,WSH,PHI,15,2021,True,1,0,0,0,0,0,0
Alex Armah,WSH,PHI,15,2021,True,1,0,0,0,0,0,0
Dyami Brown,WSH,PHI,15,2021,True,1,0,0,0,0,0,0
Alex Singleton,PHI,WSH,15,2021,False,8,4,0,0,0,0,0
T.J. Edwards,PHI,WSH,15,2021,False,6,4,0,1,1,0,0
Darius Slay Jr.,PHI,WSH,15,2021,False,4,4,0,0,2,0,0
Avonte Maddox,PHI,WSH,15,2021,False,4,4,0,1,1,0,0
Rodney McLeod Jr.,PHI,WSH,15,2021,False,4,3,0,0,0,0,0
Marcus Epps,PHI,WSH,15,2021,False,3,3,0,0,0,0,0
Tarron Jackson,PHI,WSH,15,2021,False,3,3,0,1,0,0,0
Fletcher Cox,PHI,WSH,15,2021,False,3,2,2,1,0,4,0
Steven Nelson,PHI,WSH,15,2021,False,3,2,0,0,0,0,0
Derek Barnett,PHI,WSH,15,2021,False,3,2,0,0,0,1,0
Javon Hargrave,PHI,WSH,15,2021,False,3,1,0,0,0,1,0
Josiah Scott,PHI,WSH,15,2021,False,2,2,0,0,0,0,0
Josh Sweat,PHI,WSH,15,2021,False,2,1,0,0,0,0,0
Milton Williams,PHI,WSH,15,2021,False,2,1,0,1,0,0,0
Hassan Ridgeway,PHI,WSH,15,2021,False,1,1,0,0,0,1,0
Genard Avery,PHI,WSH,15,2021,False,1,1,0,0,0,0,0
Jalen Reagor,PHI,WSH,15,2021,False,1,1,0,0,0,0,0
Bobby Wagner,SEA,TEN,16,2023,True,11,8,1,2,0,1,0
Artie Burns,SEA,TEN,16,2023,True,8,6,0,1,0,0,0
Boye Mafe,SEA,TEN,16,2023,True,6,5,2,2,1,4,0
Devin Bush,SEA,TEN,16,2023,True,6,5,0,1,0,0,0
Leonard Williams,SEA,TEN,16,2023,True,5,3,0,1,0,0,0
Quandre Diggs,SEA,TEN,16,2023,True,5,2,0,0,1,0,0
Riq Woolen,SEA,TEN,16,2023,True,4,4,0,0,1,0,0
Michael Jackson,SEA,TEN,16,2023,True,4,3,0,0,0,0,0
Coby Bryant,SEA,TEN,16,2023,True,4,2,0,0,0,0,0
Julian Love,SEA,TEN,16,2023,True,3,3,0,0,1,0,0
Dre'Mont Jones,SEA,TEN,16,2023,True,3,2,1,1,0,2,0
Mario Edwards Jr.,SEA,TEN,16,2023,True,2,2,1,1,0,1,0
Jarran Reed,SEA,TEN,16,2023,True,2,2,1,0,0,0,0
Derick Hall,SEA,TEN,16,2023,True,2,1,0,1,0,0,0
Tre Brown,SEA,TEN,16,2023,True,1,1,0,0,0,0,0
Brady Russell,SEA,TEN,16,2023,True,1,1,0,0,0,0,0
Kelvin Joseph,SEA,TEN,16,2023,True,1,1,0,0,0,0,0
Cameron Young,SEA,TEN,16,2023,True,1,0,0,0,0,0,0
Azeez Al-Shaair,TEN,SEA,16,2023,False,8,4,0,2,0,0,0
Roger McCreary,TEN,SEA,16,2023,False,7,5,0,0,0,0,0
Tre Avery,TEN,SEA,16,2023,False,6,5,0,0,0,0,0
Elijah Molden,TEN,SEA,16,2023,False,6,3,0,0,0,0,0
Harold Landry III,TEN,SEA,16,2023,False,4,3,1,2,0,1,0
Arden Key,TEN,SEA,16,2023,False,4,3,1,1,0,1,0
Mike Brown,TEN,SEA,16,2023,False,4,3,0,0,0,0,0
Otis Reese IV,TEN,SEA,16,2023,False,4,3,0,0,0,0,0
Denico Autry,TEN,SEA,16,2023,False,4,0,0.5,0,0,1,0
Eric Garror,TEN,SEA,16,2023,False,2,2,0,0,1,0,0
Marlon Davidson,TEN,SEA,16,2023,False,2,1,0,1,0,0,0
Jonathan Ward,TEN,SEA,16,2023,False,1,1,0,0,0,0,0
Garret Wallow,TEN,SEA,16,2023,False,1,1,0,0,0,0,0
Quinton Bohanna,TEN,SEA,16,2023,False,1,1,0,0,0,0,0
Caleb Murphy,TEN,SEA,16,2023,False,1,1,0,0,0,0,0
Jaleel Johnson,TEN,SEA,16,2023,False,1,0,0,0,0,0,0
Terrell Edmunds,TEN,SEA,16,2023,False,1,0,0.5,0,1,1,0
Keondre Coburn,TEN,SEA,16,2023,False,1,0,0,0,0,0,0
Frankie Luvu,CAR,CHI,10,2023,True,11,6,0,0,0,0,0
Derrick Brown,CAR,CHI,10,2023,True,10,9,0,2,0,2,0
Donte Jackson,CAR,CHI,10,2023,True,7,5,0,0,2,0,0
Amare Barno,CAR,CHI,10,2023,True,5,5,0,0,0,0,0
Deion Jones,CAR,CHI,10,2023,True,5,4,0,1,1,0,0
Xavier Woods,CAR,CHI,10,2023,True,5,4,0,0,0,0,0
Dicaprio Bootle,CAR,CHI,10,2023,True,4,4,0,0,1,0,0
Vonn Bell,CAR,CHI,10,2023,True,4,2,0,0,0,1,0
Kamu Grugier-Hill,CAR,CHI,10,2023,True,3,2,0,0,0,0,0
Eku Leota,CAR,CHI,10,2023,True,3,2,0,0,0,0,0
Jammie Robinson,CAR,CHI,10,2023,True,2,2,0,0,0,0,0
Troy Hill,CAR,CHI,10,2023,True,2,1,0,0,0,0,0
Nick Thurman,CAR,CHI,10,2023,True,2,1,0,0,0,0,0
Sam Franklin Jr.,CAR,CHI,10,2023,True,2,1,0,0,0,0,0
DJ Johnson,CAR,CHI,10,2023,True,2,1,0,0,0,0,0
Matthias Farley,CAR,CHI,10,2023,True,1,1,0,0,0,0,0
Marquis Haynes Sr.,CAR,CHI,10,2023,True,1,1,0,0,0,0,0
DeShawn Williams,CAR,CHI,10,2023,True,1,0,0,0,0,1,0
LaBryan Ray,CAR,CHI,10,2023,True,1,0,0,0,0,0,0
Ihmir Smith-Marsette,CAR,CHI,10,2023,True,0,0,0,0,0,0,1
T.J. Edwards,CHI,CAR,10,2023,False,12,5,0,0,0,0,0
Jaquan Brisker,CHI,CAR,10,2023,False,9,5,0,1,1,0,0
Kyler Gordon,CHI,CAR,10,2023,False,8,7,0,2,1,0,0
Jack Sanborn,CHI,CAR,10,2023,False,7,3,0,0,1,0,0
Justin Jones,CHI,CAR,10,2023,False,3,3,1,1,0,3,0
Tyrique Stevenson,CHI,CAR,10,2023,False,3,1,0,0,1,0,0
Yannick Ngakoue,CHI,CAR,10,2023,False,2,2,1,1,0,1,0
Eddie Jackson,CHI,CAR,10,2023,False,2,2,0,0,0,0,0
Andrew Billings,CHI,CAR,10,2023,False,2,1,0,0,0,0,0
DeMarcus Walker,CHI,CAR,10,2023,False,2,0,0,0,0,0,0
Rasheem Green,CHI,CAR,10,2023,False,1,1,1,1,0,1,0
Josh Blackwell,CHI,CAR,10,2023,False,1,1,0,0,0,0,0
Jaylon Johnson,CHI,CAR,10,2023,False,1,1,0,0,0,0,0
Zacch Pickens,CHI,CAR,10,2023,False,1,1,0,0,0,0,0
Gervon Dexter Sr.,CHI,CAR,10,2023,False,1,1,0,0,0,1,0
Noah Sewell,CHI,CAR,10,2023,False,1,1,0,0,0,0,0
Montez Sweat,CHI,CAR,10,2023,False,0,0,0,0,0,3,0
Jack Sanborn,CHI,NYJ,12,2022,True,15,10,0,2,0,0,0
DeAndre Houston-Carson,CHI,NYJ,12,2022,True,9,6,0,1,0,1,0
Nicholas Morrow,CHI,NYJ,12,2022,True,8,3,0,1,0,0,0
Jaylon Johnson,CHI,NYJ,12,2022,True,7,5,0,0,1,0,0
Elijah Hicks,CHI,NYJ,12,2022,True,6,3,0,0,0,0,0
Justin Jones,CHI,NYJ,12,2022,True,5,0,0,0,0,1,0
Mike Pennel Jr.,CHI,NYJ,12,2022,True,4,2,0,0,0,0,0
Kindle Vildor,CHI,NYJ,12,2022,True,4,1,0,1,1,0,0
Armon Watts,CHI,NYJ,12,2022,True,3,2,1,1,0,1,0
Eddie Jackson,CHI,NYJ,12,2022,True,3,2,0,0,1,0,0
Matthew Adams,CHI,NYJ,12,2022,True,3,2,0,0,0,0,0
Jaylon Jones,CHI,NYJ,12,2022,True,2,1,0,0,0,0,0
Dominique Robinson,CHI,NYJ,12,2022,True,2,0,0,0,0,0,0
Byron Pringle,CHI,NYJ,12,2022,True,1,1,0,0,0,0,0
Angelo Blackson,CHI,NYJ,12,2022,True,1,0,0,0,0,0,0
Trevis Gipson,CHI,NYJ,12,2022,True,1,0,0,0,0,0,0
Velus Jones Jr.,CHI,NYJ,12,2022,True,1,0,0,0,0,0,0
Josh Blackwell,CHI,NYJ,12,2022,True,1,0,0,0,0,0,0
C.J. Mosley,NYJ,CHI,12,2022,False,10,3,0,0,1,1,0
D.J. Reed,NYJ,CHI,12,2022,False,6,4,0,0,0,0,0
Jordan Whitehead,NYJ,CHI,12,2022,False,5,4,0,0,0,0,0
Quincy Williams,NYJ,CHI,12,2022,False,5,3,0,1,0,0,0
Lamarcus Joyner,NYJ,CHI,12,2022,False,5,2,0,0,1,0,0
Solomon Thomas,NYJ,CHI,12,2022,False,4,3,0,1,0,0,0
Kwon Alexander,NYJ,CHI,12,2022,False,4,2,0,0,0,0,0
Nathan Shepherd,NYJ,CHI,12,2022,False,4,2,0.5,0,0,1,0
John Franklin-Myers,NYJ,CHI,12,2022,False,3,1,0.5,0,0,1,0
Sauce Gardner,NYJ,CHI,12,2022,False,3,1,0,0,0,0,0
Michael Carter II,NYJ,CHI,12,2022,False,2,2,0,0,0,0,0
Tanzel Smart,NYJ,CHI,12,2022,False,2,1,0,0,0,0,0
Micheal Clemons,NYJ,CHI,12,2022,False,2,1,0,0,0,0,0
Jermaine Johnson,NYJ,CHI,12,2022,False,2,1,0,0,0,0,0
Carl Lawson,NYJ,CHI,12,2022,False,2,0,0,0,0,0,0
Bryce Huff,NYJ,CHI,12,2022,False,1,1,1,1,0,1,0
Chazz Surratt,NYJ,CHI,12,2022,False,1,1,0,0,0,0,0
Quinnen Williams,NYJ,CHI,12,2022,False,1,1,0,0,0,1,0
Ja'Whaun Bentley,NE,ARI,14,2022,True,10,3,0,0,0,0,0
Kyle Dugger,NE,ARI,14,2022,True,9,7,0,0,0,0,0
Marcus Jones,NE,ARI,14,2022,True,8,7,0,0,2,0,0
Myles Bryant,NE,ARI,14,2022,True,7,5,0,0,0,0,0
Jahlani Tavai,NE,ARI,14,2022,True,6,5,0,0,1,0,0
Joshua Uche,NE,ARI,14,2022,True,5,4,3,3,0,4,0
Matthew Judon,NE,ARI,14,2022,True,4,3,1.5,1,0,2,0
Lawrence Guy Sr.,NE,ARI,14,2022,True,4,2,0.5,1,0,1,0
Jonathan Jones,NE,ARI,14,2022,True,4,2,0,0,0,0,0
Daniel Ekuale,NE,ARI,14,2022,True,3,3,1,1,0,1,0
Raekwon McMillan,NE,ARI,14,2022,True,3,2,0,0,0,0,1
Matthew Slater,NE,ARI,14,2022,True,3,1,0,0,0,0,0
Jabrill Peppers,NE,ARI,14,2022,True,3,1,0,0,0,0,0
Adrian Phillips,NE,ARI,14,2022,True,3,0,0,0,0,0,0
Devin McCourty,NE,ARI,14,2022,True,2,2,0,0,0,0,0
DaMarcus Mitchell,NE,ARI,14,2022,True,2,1,0,0,0,0,0
Deatrich Wise Jr.,NE,ARI,14,2022,True,2,0,0,0,0,1,0
Jamie Collins Sr.,NE,ARI,14,2022,True,1,1,0,0,0,0,0
Shaun Wade,NE,ARI,14,2022,True,1,1,0,0,0,0,0
Carl Davis Jr.,NE,ARI,14,2022,True,1,0,0,0,0,0,0
Davon Godchaux,NE,ARI,14,2022,True,1,0,0,0,0,0,0
Mack Wilson Sr.,NE,ARI,14,2022,True,1,0,0,0,0,0,0
Brenden Schooler,NE,ARI,14,2022,True,1,0,0,0,0,0,0
Pierre Strong Jr.,NE,ARI,14,2022,True,1,0,0,0,0,0,0
Jack Jones,NE,ARI,14,2022,True,0,0,0,0,1,0,0
Trayvon Mullen,ARI,NE,14,2022,False,6,4,0,0,1,0,0
Jalen Thompson,ARI,NE,14,2022,False,6,3,0,0,0,0,0
Isaiah Simmons,ARI,NE,14,2022,False,6,2,0,0,1,0,0
Antonio Hamilton Sr.,ARI,NE,14,2022,False,5,4,0,0,0,0,0
Zaven Collins,ARI,NE,14,2022,False,5,4,0,1,0,0,0
Budda Baker,ARI,NE,14,2022,False,5,3,0,0,0,0,0
Ben Niemann,ARI,NE,14,2022,False,5,2,0,0,0,0,0
Myjai Sanders,ARI,NE,14,2022,False,3,2,0,0,0,0,0
Zach Allen,ARI,NE,14,2022,False,2,2,1,1,1,1,0
Jonathan Ledbetter,ARI,NE,14,2022,False,2,2,0,0,0,0,0
Markus Golden,ARI,NE,14,2022,False,2,1,0,1,0,0,0
Marco Wilson,ARI,NE,14,2022,False,2,1,0,0,0,0,0
Tanner Vallejo,ARI,NE,14,2022,False,2,0,0,0,0,0,0
J.J. Watt,ARI,NE,14,2022,False,1,1,0,1,0,0,0
Leki Fotu,ARI,NE,14,2022,False,1,1,0,0,0,0,0
Trey McBride,ARI,NE,14,2022,False,1,1,0,0,0,0,0
Christian Matthew,ARI,NE,14,2022,False,1,1,0,0,1,0,0
Chris Banjo,ARI,NE,14,2022,False,1,0,0,0,0,0,0
Dennis Gardeck,ARI,NE,14,2022,False,1,0,0,0,0,0,0
Cameron Thomas,ARI,NE,14,2022,False,0,0,0,0,1,0,0
Antoine Winfield Jr.,TB,ATL,18,2022,True,13,10,0,0,0,1,0
Dee Delaney,TB,ATL,18,2022,True,8,6,0,1,0,0,0
K.J. Britt,TB,ATL,18,2022,True,7,2,0,0,0,0,0
Ifeadi Odenigbo,TB,ATL,18,2022,True,6,2,0,1,0,0,0
J.J. Russell,TB,ATL,18,2022,True,5,2,0,0,0,0,0
Anthony Nelson,TB,ATL,18,2022,True,4,3,0,0,0,0,0
Sean Murphy-Bunting,TB,ATL,18,2022,True,4,2,0,0,1,0,0
Joe Tryon-Shoyinka,TB,ATL,18,2022,True,3,3,0,1,0,1,0
Akiem Hicks,TB,ATL,18,2022,True,3,2,1,2,0,1,0
Lavonte David,TB,ATL,18,2022,True,3,2,0,1,0,0,0
Rakeem Nunez-Roches,TB,ATL,18,2022,True,3,1,0,0,0,0,0
Patrick O'Connor,TB,ATL,18,2022,True,3,1,0,1,0,0,0
William Gholston,TB,ATL,18,2022,True,3,0,0,0,0,0,0
Devin White,TB,ATL,18,2022,True,2,2,0,0,0,0,0
Anthony Chesley,TB,ATL,18,2022,True,2,1,0,0,0,0,0
Logan Hall,TB,ATL,18,2022,True,2,1,0,1,0,1,0
Zyon McCollum,TB,ATL,18,2022,True,1,1,0,0,0,0,0
Keanu Neal,TB,ATL,18,2022,True,0,0,0,0,0,1,0
Jamel Dean,TB,ATL,18,2022,True,0,0,0,0,1,0,0
Richie Grant,ATL,TB,18,2022,False,7,4,0,0,0,0,0
Jaleel Johnson,ATL,TB,18,2022,False,5,3,0,0,0,0,0
Rashaan Evans,ATL,TB,18,2022,False,5,3,0,0,0,0,0
Cornell Armstrong,ATL,TB,18,2022,False,5,2,0,0,2,0,0
Isaiah Oliver,ATL,TB,18,2022,False,4,4,0,0,2,0,0
Troy Andersen,ATL,TB,18,2022,False,4,4,0,0,0,2,0
Matt Dickerson,ATL,TB,18,2022,False,4,0,0,0,0,1,0
Grady Jarrett,ATL,TB,18,2022,False,3,2,0,1,0,1,0
Lorenzo Carter,ATL,TB,18,2022,False,3,2,0,1,0,1,0
DeAngelo Malone,ATL,TB,18,2022,False,3,2,0,0,0,0,0
Ade Ogundeji,ATL,TB,18,2022,False,2,2,0,0,0,0,0
Dee Alford,ATL,TB,18,2022,False,2,2,0,0,0,0,0
Abdullah Anderson,ATL,TB,18,2022,False,2,0,0,0,0,0,0
Keith Smith,ATL,TB,18,2022,False,1,1,0,0,0,0,0
Jaylinn Hawkins,ATL,TB,18,2022,False,1,1,0,0,0,0,0
A.J. Terrell,ATL,TB,18,2022,False,1,1,0,0,1,0,0
Kaleb McGary,ATL,TB,18,2022,False,1,0,0,0,0,0,0
Mykal Walker,ATL,TB,18,2022,False,1,0,0,0,0,0,0
Tyler Allgeier,ATL,TB,18,2022,False,1,0,0,0,0,0,0
T.J. Edwards,CHI,LAC,8,2023,True,13,9,0,2,0,2,0
Tyrique Stevenson,CHI,LAC,8,2023,True,12,10,0,0,0,0,0
Jack Sanborn,CHI,LAC,8,2023,True,8,7,0,0,0,0,0
Duron Harmon,CHI,LAC,8,2023,True,5,4,0,1,0,0,0
Elijah Hicks,CHI,LAC,8,2023,True,4,4,0,0,0,0,0
Justin Jones,CHI,LAC,8,2023,True,4,3,0,2,1,0,0
Kyler Gordon,CHI,LAC,8,2023,True,4,2,0,0,0,0,0
Jaylon Johnson,CHI,LAC,8,2023,True,3,3,0,0,1,0,0
Andrew Billings,CHI,LAC,8,2023,True,3,1,0,1,0,0,0
Zacch Pickens,CHI,LAC,8,2023,True,2,1,0,0,0,0,0
DeMarcus Walker,CHI,LAC,8,2023,True,1,1,0,0,0,0,0
Tremaine Edmunds,CHI,LAC,8,2023,True,1,1,0,0,0,0,0
Khalid Kareem,CHI,LAC,8,2023,True,1,1,0,0,1,0,0
