name,team,opponent,week,season,isHome,FG,PCT,LONG,XP,PTS
Justin Tucker,BAL,PIT,13,2021,True,2/2,100.0,35,1/1,7
Chris Boswell,PIT,BAL,13,2021,False,2/2,100.0,53,0/1,6
Anders Carlson,GB,CHI,1,2023,True,1/1,100.0,52,5/5,8
Cairo Santos,CHI,GB,1,2023,False,2/2,100.0,47,0/0,6
Riley Patterson,JAX,PHI,4,2022,True,0/0,0.0,0,3/3,3
Jake Elliott,PHI,JAX,4,2022,False,1/1,100.0,28,2/3,5
Brett Maher,LAR,SEA,1,2023,True,3/5,60.0,54,3/3,12
Jason Myers,SEA,LAR,1,2023,False,2/3,67.0,42,1/1,7
Jason Sanders,MIA,LV,3,2021,True,2/3,67.0,50,2/2,8
Daniel Carlson,LV,MIA,3,2021,False,3/3,100.0,50,2/3,11
Jason Myers,SEA,NO,5,2022,True,2/2,100.0,56,2/3,8
Wil Lutz,NO,SEA,5,2022,False,1/1,100.0,56,4/4,7
Wil Lutz,DEN,CHI,4,2023,True,1/1,100.0,51,4/4,7
Cairo Santos,CHI,DEN,4,2023,False,0/0,0.0,0,4/4,4
Chase McLaughlin,CLE,KC,1,2021,True,0/0,0.0,0,3/3,3
Harrison Butker,KC,CLE,1,2021,False,2/2,100.0,43,3/3,9
Cairo Santos,CHI,LAR,1,2021,True,0/0,0.0,0,2/2,2
Matt Gay,LAR,CHI,1,2021,False,2/2,100.0,53,4/4,10
Evan McPherson,CIN,NYJ,8,2021,True,1/1,100.0,21,4/4,7
Matt Ammendola,NYJ,CIN,8,2021,False,2/3,67.0,24,2/2,8
Brandon McManus,DEN,JAX,8,2022,True,0/0,0.0,0,3/3,3
Riley Patterson,JAX,DEN,8,2022,False,1/1,100.0,37,2/2,5
Aldrick Rosas,NO,CAR,2,2021,True,0/0,0.0,55,1/1,1
Zane Gonzalez,CAR,NO,2,2021,False,2/3,67.0,42,2/3,8
Matt Gay,IND,JAX,6,2023,True,2/2,100.0,56,2/2,8
Brandon McManus,JAX,IND,6,2023,False,3/3,100.0,51,4/4,13
Matthew Wright,JAX,IND,10,2021,True,1/2,50.0,56,0/1,3
Michael Badgley,IND,JAX,10,2021,False,3/3,100.0,37,2/2,11
Brett Maher,NO,TB,15,2021,True,3/3,100.0,42,0/0,9
Ryan Succop,TB,NO,15,2021,False,0/1,0.0,0,0/0,0
Riley Patterson,JAX,TEN,14,2022,True,3/3,100.0,43,3/3,12
Randy Bullock,TEN,JAX,14,2022,False,0/0,0.0,0,2/2,2
Graham Gano,NYG,TEN,1,2022,True,0/0,0.0,0,1/1,1
Randy Bullock,TEN,NYG,1,2022,False,2/3,67.0,46,2/2,8
Chris Boswell,PIT,MIA,7,2022,True,1/1,100.0,45,1/1,4
Jason Sanders,MIA,PIT,7,2022,False,3/3,100.0,47,1/1,10
Mason Crosby,GB,MIN,11,2021,True,1/2,50.0,54,4/4,7
Greg Joseph,MIN,GB,11,2021,False,2/2,100.0,51,2/3,8
Matt Gay,LAR,GB,12,2021,True,2/2,100.0,39,2/2,8
Mason Crosby,GB,LAR,12,2021,False,3/4,75.0,45,3/3,12
Jake Elliott,PHI,LV,7,2021,True,0/0,0.0,0,2/2,2
Daniel Carlson,LV,PHI,7,2021,False,2/2,100.0,39,3/4,9
Wil Lutz,NO,CLE,16,2022,True,1/1,100.0,23,2/2,5
Cade York,CLE,NO,16,2022,False,1/1,100.0,30,1/1,4
Ryan Succop,TB,NO,2,2022,True,2/2,100.0,47,2/2,8
Wil Lutz,NO,TB,2,2022,False,1/1,100.0,31,1/1,4
Eddy Pineiro,CAR,ATL,1,2023,True,1/1,100.0,43,1/1,4
Younghoe Koo,ATL,CAR,1,2023,False,1/1,100.0,49,3/3,6
Blake Grupe,NO,HOU,6,2023,True,2/4,50.0,48,1/1,7
Ka'imi Fairbairn,HOU,NO,6,2023,False,2/2,100.0,24,2/2,8
Matt Prater,ARI,DET,15,2021,True,2/2,100.0,29,0/0,6
Riley Patterson,DET,ARI,15,2021,False,3/3,100.0,47,3/3,12
Tyler Bass,BUF,NYJ,10,2021,True,1/1,100.0,29,6/6,9
Matt Ammendola,NYJ,BUF,10,2021,False,1/1,100.0,48,2/2,5
Greg Joseph,MIN,MIA,6,2022,True,1/1,100.0,34,1/2,4
Jason Sanders,MIA,MIN,6,2022,False,1/2,50.0,44,1/1,4
Jake Moody,SF,PIT,1,2023,True,3/3,100.0,41,3/3,12
Chris Boswell,PIT,SF,1,2023,False,0/0,0.0,0,1/1,1
Justin Tucker,BAL,TEN,6,2023,True,6/6,100.0,41,0/1,18
Nick Folk,TEN,BAL,6,2023,False,3/3,100.0,38,1/1,10
Jason Sanders,MIA,TEN,17,2021,True,1/2,50.0,39,0/0,3
Randy Bullock,TEN,MIA,17,2021,False,2/2,100.0,44,4/4,10
Brett Maher,NO,PHI,11,2021,True,1/1,100.0,28,2/3,5
Jake Elliott,PHI,NO,11,2021,False,4/4,100.0,50,4/4,16
Nick Folk,NE,HOU,5,2021,True,4/4,100.0,52,1/2,13
Ka'imi Fairbairn,HOU,NE,5,2021,False,1/2,50.0,33,1/3,4
Brandon McManus,DEN,PIT,5,2021,True,2/2,100.0,39,1/1,7
Chris Boswell,PIT,DEN,5,2021,False,2/2,100.0,48,3/3,9
Joey Slye,WSH,CHI,6,2022,True,2/3,67.0,38,0/0,6
Cairo Santos,CHI,WSH,6,2022,False,0/0,0.0,0,1/1,1
Randy Bullock,NYG,DAL,10,2023,True,1/1,100.0,40,2/2,5
Brandon Aubrey,DAL,NYG,10,2023,False,0/0,0.0,0,7/7,7
Tyler Bass,BUF,CHI,16,2022,True,0/1,0.0,0,3/4,3
Cairo Santos,CHI,BUF,16,2022,False,2/2,100.0,37,1/1,7
Tyler Bass,BUF,BAL,4,2022,True,3/3,100.0,39,2/2,11
Justin Tucker,BAL,BUF,4,2022,False,2/2,100.0,51,2/2,8
Jason Sanders,MIA,BUF,15,2022,True,3/3,100.0,47,2/2,11
Tyler Bass,BUF,MIA,15,2022,False,1/1,100.0,25,3/3,6
Cairo Santos,CHI,MIN,18,2021,True,3/3,100.0,46,0/0,9
Greg Joseph,MIN,CHI,18,2021,False,1/1,100.0,39,4/4,7
Daniel Carlson,LV,DEN,6,2021,True,2/3,67.0,50,4/4,10
Brandon McManus,DEN,LV,6,2021,False,1/1,100.0,32,3/3,6
Jason Myers,SEA,ARI,18,2021,True,1/1,100.0,38,5/5,8
Matt Prater,ARI,SEA,18,2021,False,3/3,100.0,41,3/3,12
Mason Crosby,GB,SF,3,2021,True,3/3,100.0,54,3/3,12
Robbie Gould,SF,GB,3,2021,False,0/0,0.0,0,4/4,4
Graham Gano,NYG,DAL,12,2022,True,2/2,100.0,57,2/2,8
Brett Maher,DAL,NYG,12,2022,False,0/1,0.0,0,4/4,4
Wil Lutz,NO,SF,12,2022,True,0/1,0.0,0,0/0,0
Robbie Gould,SF,NO,12,2022,False,2/2,100.0,46,1/1,7
Matt Gay,LAR,SF,10,2021,True,1/1,100.0,37,1/1,4
Robbie Gould,SF,LAR,10,2021,False,1/1,100.0,50,4/4,7
Cameron Dicker,LAC,DEN,17,2023,True,3/4,75.0,52,0/0,9
Wil Lutz,DEN,LAC,17,2023,False,3/4,75.0,43,1/1,10
Greg Zuerlein,NYJ,PIT,4,2022,True,1/1,100.0,38,3/3,6
Chris Boswell,PIT,NYJ,4,2022,False,2/2,100.0,59,2/2,8
Ryan Succop,TB,ATL,18,2022,True,1/1,100.0,41,2/2,5
Younghoe Koo,ATL,TB,18,2022,False,3/3,100.0,51,3/3,12
Randy Bullock,TEN,KC,9,2022,True,1/1,100.0,44,2/2,5
Harrison Butker,KC,TEN,9,2022,False,2/3,67.0,28,0/1,6
Wil Lutz,DEN,BUF,10,2023,True,4/4,100.0,49,0/1,12
Tyler Bass,BUF,DEN,10,2023,False,0/0,0.0,0,2/2,2
Brandon McManus,DEN,CAR,12,2022,True,1/2,50.0,27,1/1,4
Eddy Pineiro,CAR,DEN,12,2022,False,3/3,100.0,42,2/2,11
Greg Joseph,MIN,CAR,4,2023,True,0/0,0.0,0,3/3,3
Eddy Pineiro,CAR,MIN,4,2023,False,2/2,100.0,56,1/1,7
Ka'imi Fairbairn,HOU,LV,7,2022,True,2/3,67.0,55,2/2,8
Daniel Carlson,LV,HOU,7,2022,False,1/1,100.0,50,5/5,8
Matt Prater,ARI,DAL,17,2021,True,4/4,100.0,53,1/1,13
Greg Zuerlein,DAL,ARI,17,2021,False,0/1,0.0,0,2/2,2
Evan McPherson,CIN,CLE,8,2022,True,0/1,0.0,0,1/2,1
Cade York,CLE,CIN,8,2022,False,1/2,50.0,55,3/3,6
Wil Lutz,NO,PHI,17,2022,True,2/2,100.0,54,2/2,8
Jake Elliott,PHI,NO,17,2022,False,1/1,100.0,56,1/1,4
Jason Myers,SEA,DAL,13,2023,True,0/1,0.0,0,5/5,5
Brandon Aubrey,DAL,SEA,13,2023,False,4/4,100.0,38,3/3,15
Brett Maher,DAL,NYG,3,2022,True,3/4,75.0,44,2/2,11
Graham Gano,NYG,DAL,3,2022,False,3/4,75.0,51,1/1,10
Matt Ammendola,HOU,CIN,10,2023,True,3/3,100.0,45,3/3,12
Evan McPherson,CIN,HOU,10,2023,False,2/2,100.0,50,3/3,9
Jason Sanders,MIA,NYJ,11,2021,True,1/2,50.0,24,3/3,6
Matt Ammendola,NYJ,MIA,11,2021,False,1/3,33.0,35,2/2,5
Robbie Gould,SF,SEA,13,2021,True,1/1,100.0,50,2/3,5
Jason Myers,SEA,SF,13,2021,False,0/1,0.0,0,4/4,4
Ka'imi Fairbairn,HOU,JAX,5,2022,True,2/2,100.0,51,1/1,7
Riley Patterson,JAX,HOU,5,2022,False,2/2,100.0,45,0/0,6
Michael Badgley,IND,HOU,13,2021,True,1/2,50.0,23,4/4,7
Cade York,CLE,BUF,11,2022,True,1/2,50.0,32,2/2,5
Tyler Bass,BUF,CLE,11,2022,False,6/6,100.0,56,1/1,19
Nick Folk,TEN,IND,5,2023,True,3/3,100.0,53,1/1,10
Matt Gay,IND,TEN,5,2023,False,3/3,100.0,43,2/2,11
Tyler Bass,BUF,LAR,1,2022,True,1/1,100.0,41,4/4,7
Matt Gay,LAR,BUF,1,2022,False,1/1,100.0,57,1/1,4
Robbie Gould,SF,CHI,1,2022,True,1/1,100.0,25,1/1,4
Cairo Santos,CHI,SF,1,2022,False,0/0,0.0,0,1/3,1
Matt Prater,ARI,CAR,4,2022,True,2/2,100.0,39,2/2,8
Eddy Pineiro,CAR,ARI,4,2022,False,1/1,100.0,54,1/1,4
Michael Badgley,DET,NYG,11,2022,True,1/1,100.0,24,4/4,7
Graham Gano,NYG,DET,11,2022,False,0/0,0.0,0,0/2,0
Nick Folk,TEN,PIT,9,2023,True,3/3,100.0,48,1/1,10
Chris Boswell,PIT,TEN,9,2023,False,2/2,100.0,30,2/2,8
Chris Boswell,PIT,BAL,18,2021,True,3/3,100.0,40,1/1,10
Justin Tucker,BAL,PIT,18,2021,False,2/2,100.0,46,1/1,7
Cairo Santos,CHI,NYJ,12,2022,True,1/1,100.0,22,1/1,4
Greg Zuerlein,NYJ,CHI,12,2022,False,1/2,50.0,57,4/4,7
Eddy Pineiro,CAR,MIA,6,2023,True,0/1,0.0,0,3/3,3
Jason Sanders,MIA,CAR,6,2023,False,0/0,0.0,0,6/6,6
Brett Maher,DAL,MIN,11,2022,True,4/4,100.0,60,4/4,16
Greg Joseph,MIN,DAL,11,2022,False,1/1,100.0,25,0/0,3
Lucas Havrisik,LAR,GB,9,2023,True,1/2,50.0,52,0/0,3
Anders Carlson,GB,LAR,9,2023,False,2/3,67.0,34,2/2,8
Eddy Pineiro,CAR,NO,18,2022,True,1/1,100.0,42,1/1,4
Wil Lutz,NO,CAR,18,2022,False,0/2,0.0,0,1/1,1
Anders Carlson,GB,LV,5,2023,True,2/2,100.0,37,1/1,7
Daniel Carlson,LV,GB,5,2023,False,1/3,33.0,26,2/2,5
Jason Myers,SEA,LAR,11,2023,True,3/4,75.0,54,1/1,10
Lucas Havrisik,LAR,SEA,11,2023,False,1/1,100.0,22,2/2,5
Justin Tucker,BAL,CLE,4,2023,True,0/0,0.0,0,4/4,4
Dustin Hopkins,CLE,BAL,4,2023,False,1/1,100.0,53,0/0,3
Brett Maher,DAL,LAR,5,2022,True,3/3,100.0,40,1/1,10
Matt Gay,LAR,DAL,5,2022,False,1/2,50.0,29,1/1,4
Tyler Bass,BUF,MIA,18,2023,True,0/0,0.0,0,3/3,3
Jason Sanders,MIA,BUF,18,2023,False,0/0,0.0,0,2/2,2
Rodrigo Blankenship,IND,BAL,5,2021,True,2/4,50.0,43,1/2,7
Justin Tucker,BAL,IND,5,2021,False,1/1,100.0,23,0/0,3
Rodrigo Blankenship,IND,MIA,4,2021,True,2/2,100.0,43,3/3,9
Jason Sanders,MIA,IND,4,2021,False,1/1,100.0,38,2/2,5
Brandon McManus,DEN,LAC,6,2022,True,3/3,100.0,51,1/1,10
Dustin Hopkins,LAC,DEN,6,2022,False,4/4,100.0,39,1/1,13
Chris Blewitt,WSH,DEN,8,2021,True,1/3,33.0,52,1/1,4
Brandon McManus,DEN,WSH,8,2021,False,1/2,50.0,45,2/2,5
Greg Zuerlein,DAL,PHI,18,2021,True,1/1,100.0,48,6/7,9
Jake Elliott,PHI,DAL,18,2021,False,2/2,100.0,40,2/2,8
Greg Joseph,MIN,LAC,10,2021,True,2/2,100.0,46,3/3,9
Dustin Hopkins,LAC,MIN,10,2021,False,2/2,100.0,46,2/2,8
Brandon McManus,DEN,LAC,17,2021,True,2/2,100.0,61,1/1,7
Dustin Hopkins,LAC,DEN,17,2021,False,2/2,100.0,23,4/4,10
Ka'imi Fairbairn,HOU,MIA,12,2022,True,1/1,100.0,28,0/0,3
Jason Sanders,MIA,HOU,12,2022,False,3/3,100.0,45,3/3,12
Randy Bullock,TEN,NYJ,4,2021,True,3/4,75.0,46,1/1,10
Matt Ammendola,NYJ,TEN,4,2021,False,2/2,100.0,27,3/3,9
Justin Tucker,BAL,TB,8,2022,True,2/3,67.0,30,3/3,9
Ryan Succop,TB,BAL,8,2022,False,3/3,100.0,31,1/1,10
Jason Myers,SEA,SF,4,2021,True,0/0,0.0,0,4/4,4
Mitch Wishnowsky,SF,SEA,4,2021,False,0/1,0.0,0,1/2,1
Tyler Bass,BUF,MIA,3,2022,True,1/2,50.0,30,2/2,5
Jason Sanders,MIA,BUF,3,2022,False,0/0,0.0,0,3/3,3
Tyler Bass,BUF,KC,5,2021,True,1/1,100.0,30,5/5,8
Harrison Butker,KC,BUF,5,2021,False,2/2,100.0,54,2/2,8
Evan McPherson,CIN,NE,16,2022,True,1/2,50.0,28,1/2,4
Nick Folk,NE,CIN,16,2022,False,0/0,0.0,0,0/2,0
Jason Myers,SEA,ARI,18,2023,True,2/2,100.0,33,1/1,7
Matt Prater,ARI,SEA,18,2023,False,2/4,50.0,34,2/2,8
Graham Gano,NYG,CHI,17,2021,True,1/1,100.0,38,0/0,3
Cairo Santos,CHI,NYG,17,2021,False,2/2,100.0,44,3/3,9
Daniel Carlson,LV,DAL,12,2021,True,5/5,100.0,56,3/3,18
Greg Zuerlein,DAL,LV,12,2021,False,2/3,67.0,45,1/2,7
Chris Boswell,PIT,HOU,4,2023,True,2/2,100.0,35,0/0,6
Ka'imi Fairbairn,HOU,PIT,4,2023,False,3/3,100.0,39,3/3,12
Jake Moody,SF,WSH,17,2023,True,2/2,100.0,38,3/3,9
Joey Slye,WSH,SF,17,2023,False,1/1,100.0,47,1/1,4
Tyler Bass,BUF,HOU,4,2021,False,4/4,100.0,33,4/4,16
Ka'imi Fairbairn,HOU,DAL,14,2022,True,3/3,100.0,54,2/2,11
Brett Maher,DAL,HOU,14,2022,False,2/2,100.0,53,3/3,9
Blake Grupe,NO,LAR,16,2023,True,0/0,0.0,0,2/2,2
Lucas Havrisik,LAR,NO,16,2023,False,3/4,75.0,32,3/3,12
Anders Carlson,GB,ATL,2,2023,True,1/1,100.0,33,3/3,6
Younghoe Koo,ATL,GB,2,2023,False,4/4,100.0,39,1/2,13
Daniel Carlson,LV,DEN,11,2022,True,3/4,75.0,57,1/1,10
Brandon McManus,DEN,LV,11,2022,False,3/4,75.0,52,1/1,10
Riley Patterson,DET,GB,4,2023,True,2/2,100.0,37,4/4,10
Anders Carlson,GB,DET,4,2023,False,2/2,100.0,50,0/0,6
Wil Lutz,NO,ATL,1,2022,True,2/3,67.0,51,1/1,7
Younghoe Koo,ATL,NO,1,2022,False,4/5,80.0,54,2/2,14
Cameron Dicker,LAC,ATL,9,2022,True,2/2,100.0,37,2/2,8
Younghoe Koo,ATL,LAC,9,2022,False,1/2,50.0,29,2/2,5
Chris Boswell,PIT,GB,4,2021,True,1/1,100.0,52,2/2,5
Mason Crosby,GB,PIT,4,2021,False,2/2,100.0,29,3/3,9
Nick Folk,TEN,JAX,11,2023,True,0/0,0.0,0,2/2,2
Brandon McManus,JAX,TEN,11,2023,False,2/2,100.0,30,4/4,10
Matt Prater,ARI,TEN,1,2021,True,1/2,50.0,34,5/5,8
Michael Badgley,TEN,ARI,1,2021,False,0/1,0.0,0,1/2,1
Younghoe Koo,ATL,BUF,17,2021,True,2/2,100.0,28,1/1,7
Tyler Bass,BUF,ATL,17,2021,False,0/0,0.0,0,3/3,3
Cairo Santos,CHI,NE,7,2022,True,4/4,100.0,50,3/3,15
Nick Folk,NE,CHI,7,2022,False,0/0,0.0,0,2/2,2
Michael Badgley,DET,DAL,7,2022,True,2/2,100.0,53,0/0,6
Brett Maher,DAL,DET,7,2022,False,1/1,100.0,22,3/3,6
Randy Bullock,TEN,LAC,15,2022,True,0/1,0.0,0,2/2,2
Cameron Dicker,LAC,TEN,15,2022,False,1/1,100.0,43,2/2,5
Greg Joseph,MIN,DET,13,2021,True,3/3,100.0,41,0/0,9
Riley Patterson,DET,MIN,13,2021,False,3/3,100.0,49,2/2,11
Randy Bullock,TEN,PHI,13,2022,True,1/1,100.0,36,1/1,4
Jake Elliott,PHI,TEN,13,2022,False,0/0,0.0,0,5/5,5
Jake Elliott,PHI,SEA,15,2023,True,1/1,100.0,27,2/2,5
Jason Myers,SEA,PHI,15,2023,False,2/2,100.0,43,2/2,8
Younghoe Koo,ATL,TB,5,2022,True,0/1,0.0,0,1/1,1
Ryan Succop,TB,ATL,5,2022,False,2/2,100.0,44,1/1,7
Ka'imi Fairbairn,HOU,SF,17,2021,True,0/1,0.0,0,1/1,1
Robbie Gould,SF,HOU,17,2021,False,3/3,100.0,37,2/2,11
Robbie Gould,SF,DET,1,2021,True,2/3,67.0,52,5/5,11
Austin Seibert,DET,SF,1,2021,False,1/2,50.0,49,2/2,5
Graham Gano,NYG,LAC,14,2021,True,0/0,0.0,0,1/1,1
Dustin Hopkins,LAC,NYG,14,2021,False,3/3,100.0,39,4/4,13
Brandon McManus,DEN,SEA,1,2022,True,3/4,75.0,40,1/1,10
Jason Myers,SEA,DEN,1,2022,False,1/1,100.0,49,2/2,5
Jason Myers,SEA,BAL,9,2023,True,1/1,100.0,33,0/0,3
Justin Tucker,BAL,SEA,9,2023,False,3/3,100.0,45,4/4,13
Daniel Carlson,LV,NYG,9,2023,False,3/3,100.0,46,3/3,12
Greg Joseph,MIN,LV,14,2023,True,1/2,50.0,36,0/0,3
Cade York,CLE,HOU,13,2022,True,2/2,100.0,43,3/3,9
Ka'imi Fairbairn,HOU,CLE,13,2022,False,2/2,100.0,44,0/0,6
Zane Gonzalez,CAR,ATL,8,2021,True,4/4,100.0,57,1/1,13
Younghoe Koo,ATL,CAR,8,2021,False,2/3,67.0,53,1/1,7
Matt Gay,LAR,NYG,6,2021,True,1/1,100.0,32,5/5,8
Graham Gano,NYG,LAR,6,2021,False,1/1,100.0,27,0/0,3
Cameron Dicker,LAC,IND,16,2022,True,2/2,100.0,24,2/2,8
Chase McLaughlin,IND,LAC,16,2022,False,1/1,100.0,46,0/0,3
Anders Carlson,GB,MIN,17,2023,True,2/2,100.0,37,3/4,9
Greg Joseph,MIN,GB,17,2023,False,1/1,100.0,54,1/1,4
Justin Tucker,BAL,PIT,5,2023,True,1/1,100.0,23,1/1,4
Chris Boswell,PIT,BAL,5,2023,False,3/3,100.0,43,0/0,9
Brandon McManus,JAX,TB,16,2023,True,0/1,0.0,0,0/0,0
Chase McLaughlin,TB,JAX,16,2023,False,3/3,100.0,51,3/3,12
Ryan Succop,TB,NO,8,2021,True,0/0,0.0,0,3/3,3
Brian Johnson,NO,TB,8,2021,False,3/3,100.0,35,3/4,12
Matt Prater,ARI,SF,4,2023,True,1/1,100.0,38,1/1,4
Jake Moody,SF,ARI,4,2023,False,0/0,0.0,0,5/5,5
Anders Carlson,GB,CAR,16,2023,True,2/2,100.0,53,3/4,9
Eddy Pineiro,CAR,GB,16,2023,False,1/1,100.0,52,1/3,4
Cairo Santos,CHI,GB,18,2023,True,3/3,100.0,50,0/0,9
Anders Carlson,GB,CHI,18,2023,False,1/2,50.0,25,2/2,5
Jake Elliott,PHI,HOU,9,2022,True,0/1,0.0,0,3/3,3
Ka'imi Fairbairn,HOU,PHI,9,2022,False,1/1,100.0,30,2/2,5
Jason Myers,SEA,IND,1,2021,True,0/0,0.0,0,4/4,4
Rodrigo Blankenship,IND,SEA,1,2021,False,1/1,100.0,21,1/1,4
Harrison Butker,KC,DEN,8,2023,True,3/3,100.0,56,0/0,9
Wil Lutz,DEN,KC,8,2023,False,1/2,50.0,28,3/3,6
Graham Gano,NYG,MIA,5,2023,True,3/4,75.0,51,1/1,10
Jason Sanders,MIA,NYG,5,2023,False,1/1,100.0,40,4/4,7
Brandon McManus,DEN,BAL,13,2022,True,3/4,75.0,52,0/0,9
Justin Tucker,BAL,DEN,13,2022,False,1/1,100.0,26,1/1,4
Cade York,CLE,CAR,1,2022,True,4/4,100.0,58,2/2,14
Eddy Pineiro,CAR,CLE,1,2022,False,1/1,100.0,34,3/3,6
Brandon Aubrey,DAL,BUF,15,2023,True,1/1,100.0,32,1/1,4
Tyler Bass,BUF,DAL,15,2023,False,1/1,100.0,23,4/4,7
Tyler Bass,BUF,PHI,12,2023,True,2/4,50.0,48,4/4,10
Jake Elliott,PHI,BUF,12,2023,False,1/1,100.0,59,4/4,7
Matt Prater,ARI,ATL,17,2022,True,4/5,80.0,57,1/1,13
Younghoe Koo,ATL,ARI,17,2022,False,2/2,100.0,27,2/2,8
Evan McPherson,CIN,PIT,16,2023,True,1/1,100.0,35,0/0,3
Chris Boswell,PIT,CIN,16,2023,False,2/2,100.0,50,4/4,10
Michael Badgley,DET,DAL,17,2023,True,2/2,100.0,41,1/1,7
Brandon Aubrey,DAL,DET,17,2023,False,2/2,100.0,51,2/2,8
Justin Tucker,BAL,ARI,8,2023,True,1/2,50.0,48,4/4,7
Matt Prater,ARI,BAL,8,2023,False,1/1,100.0,47,1/1,4
Eddy Pineiro,CAR,NYG,2,2022,True,3/3,100.0,38,1/1,10
Graham Gano,NYG,CAR,2,2022,False,4/4,100.0,56,1/1,13
Younghoe Koo,ATL,NO,15,2022,True,1/1,100.0,28,1/1,4
Wil Lutz,NO,ATL,15,2022,False,0/0,0.0,0,3/3,3
Younghoe Koo,ATL,LAR,2,2022,True,1/2,50.0,26,2/2,5
Matt Gay,LAR,ATL,2,2022,False,1/1,100.0,20,4/4,7
Justin Tucker,BAL,CLE,15,2022,True,1/3,33.0,53,0/0,3
Cade York,CLE,BAL,15,2022,False,2/4,50.0,47,1/1,7
Justin Tucker,BAL,DET,3,2021,True,4/5,80.0,66,1/1,13
Ryan Santoso,DET,BAL,3,2021,False,1/1,100.0,35,2/2,5
Daniel Carlson,LV,LAC,4,2021,True,0/1,0.0,0,2/2,2
Tristan Vizcaino,LAC,LV,4,2021,False,0/0,0.0,0,4/4,4
Jake Elliott,PHI,NYG,12,2021,True,0/0,0.0,0,1/1,1
Graham Gano,NYG,PHI,12,2021,False,2/3,67.0,39,1/1,7
Jason Sanders,MIA,NYJ,12,2023,True,2/2,100.0,54,4/4,10
Greg Zuerlein,NYJ,MIA,12,2023,False,0/0,0.0,0,1/2,1
Chase McLaughlin,TB,NO,4,2023,True,2/2,100.0,51,2/2,8
Blake Grupe,NO,TB,4,2023,False,3/3,100.0,44,0/0,9
Brett Maher,LAR,SF,18,2023,True,0/0,0.0,0,1/2,1
Jake Moody,SF,LAR,18,2023,False,0/1,0.0,0,2/3,2
Chase McLaughlin,TB,HOU,9,2023,True,3/3,100.0,55,4/4,13
Ka'imi Fairbairn,HOU,TB,9,2023,False,1/1,100.0,50,1/1,4
Dare Ogunbowale,HOU,TB,9,2023,False,1/1,100.0,29,0/0,3
Blake Grupe,NO,IND,8,2023,True,1/1,100.0,27,5/5,8
Matt Gay,IND,NO,8,2023,False,2/2,100.0,42,3/3,9
Ryan Santoso,CAR,NYJ,1,2021,False,2/2,100.0,29,1/2,7
Daniel Carlson,LV,DEN,1,2023,True,1/1,100.0,24,2/2,5
Wil Lutz,DEN,LV,1,2023,False,1/2,50.0,24,1/2,4
Chad Ryland,NE,NYG,12,2023,True,0/1,0.0,0,1/1,1
Randy Bullock,NYG,NE,12,2023,False,1/1,100.0,42,1/1,4
Tyler Bass,BUF,NYJ,11,2023,False,4/4,100.0,50,2/3,14
Dustin Hopkins,CLE,LAR,13,2023,True,2/2,100.0,40,1/2,7
Lucas Havrisik,LAR,CLE,13,2023,False,2/3,67.0,44,4/4,10
Evan McPherson,CIN,NO,6,2022,True,1/1,100.0,52,3/3,6
Wil Lutz,NO,CIN,6,2022,False,4/4,100.0,37,2/2,14
Graham Gano,NYG,TB,11,2021,True,1/1,100.0,37,1/1,4
Ryan Succop,TB,NYG,11,2021,False,3/3,100.0,40,3/3,12
Blake Grupe,NO,ATL,12,2023,True,5/6,83.0,52,0/0,15
Younghoe Koo,ATL,NO,12,2023,False,1/1,100.0,39,3/3,6
Evan McPherson,CIN,BAL,5,2022,True,1/1,100.0,40,2/2,5
Justin Tucker,BAL,CIN,5,2022,False,4/4,100.0,58,1/1,13
Chad Ryland,NE,LV,6,2023,True,1/1,100.0,43,2/2,5
Daniel Carlson,LV,NE,6,2023,False,4/4,100.0,37,1/1,13
Riley Patterson,JAX,LAC,3,2022,True,3/3,100.0,23,3/3,12
Dustin Hopkins,LAC,JAX,3,2022,False,1/1,100.0,25,1/1,4
Blake Grupe,NO,GB,3,2023,True,1/2,50.0,25,2/2,5
Anders Carlson,GB,NO,3,2023,False,1/1,100.0,38,1/1,4
Graham Gano,NYG,WSH,15,2022,True,2/2,100.0,50,2/2,8
Joey Slye,WSH,NYG,15,2022,False,2/2,100.0,51,0/1,6
