name,team,opponent,week,season,isHome,INT,YDS,TD
Bryan Cook,KC,LAC,7,2023,False,1,9,0
L'Jarius Sneed,KC,LAC,7,2023,False,1,4,0
Charvarius Ward,SF,MIN,7,2023,True,1,0,0
Camryn Bynum,MIN,SF,7,2023,False,2,0,0
Joe Schobert,PIT,TEN,15,2021,False,1,23,0
Cody Barton,WSH,NYJ,16,2023,True,1,52,0
Quincy Williams,NYJ,WSH,16,2023,False,1,11,0
Tony Adams,NYJ,WSH,16,2023,False,1,5,0
Byron Murphy Jr.,ARI,LAR,4,2021,True,1,0,0
Minkah Fitzpatrick,PIT,BAL,13,2021,False,1,0,0
Quay Walker,GB,CHI,1,2023,True,1,37,1
Andre Cisco,JAX,PHI,4,2022,True,1,59,1
James Bradberry IV,PHI,JAX,4,2022,False,1,5,0
Elandon Roberts,MIA,LV,3,2021,True,1,85,1
Riq Woolen,SEA,NO,5,2022,True,1,0,0
Kareem Jackson,DEN,CHI,4,2023,True,1,5,0
Mike Hughes,KC,CLE,1,2021,False,1,0,0
David Long Jr.,LAR,CHI,1,2021,False,1,0,0
Jessie Bates III,CIN,NYJ,8,2021,True,1,65,0
Germaine Pratt,CIN,NYJ,8,2021,True,1,4,0
Shaq Lawson,NYJ,CIN,8,2021,False,1,1,0
K'Waun Williams,DEN,JAX,8,2022,True,1,0,0
Justin Simmons,DEN,JAX,8,2022,True,1,0,0
Tyson Campbell,JAX,DEN,8,2022,False,1,0,0
Malcolm Roach,NO,CAR,2,2021,True,1,5,0
Juston Burris,CAR,NO,2,2021,False,1,17,0
Jaycee Horn,CAR,NO,2,2021,False,1,13,0
JuJu Brents,IND,JAX,6,2023,True,1,0,0
Rayshawn Jenkins,JAX,IND,6,2023,False,1,24,0
Andre Cisco,JAX,IND,6,2023,False,1,21,0
Darious Williams,JAX,IND,6,2023,False,1,0,0
C.J. Gardner-Johnson,NO,TB,15,2021,True,1,1,0
Andrew Wingard,JAX,TEN,14,2022,True,1,13,0
Amani Hooker,TEN,NYG,1,2022,False,1,0,0
Jevon Holland,MIA,PIT,7,2022,False,1,33,0
Justin Bethel,MIA,PIT,7,2022,False,1,11,0
Noah Igbinoghene,MIA,PIT,7,2022,False,1,0,0
Rasul Douglas,GB,LAR,12,2021,False,1,33,1
Avonte Maddox,PHI,LV,7,2021,True,1,-1,0
Daniel Sorensen,NO,CLE,16,2022,True,1,36,0
Grant Delpit,CLE,NO,16,2022,False,1,40,0
Jamel Dean,TB,NO,2,2022,True,2,24,0
Mike Edwards,TB,NO,2,2022,True,1,68,1
Jessie Bates III,ATL,CAR,1,2023,False,2,3,0
Zack Baun,NO,HOU,6,2023,True,1,10,0
Steven Nelson,HOU,NO,6,2023,False,1,0,0
Amani Oruwariye,DET,ARI,15,2021,False,1,50,0
Levi Wallace,BUF,NYJ,10,2021,True,1,15,0
Taron Johnson,BUF,NYJ,10,2021,True,1,4,0
Jordan Poyer,BUF,NYJ,10,2021,True,1,0,0
Tre'Davious White,BUF,NYJ,10,2021,True,1,0,0
Sharrod Neasman,NYJ,BUF,10,2021,False,1,13,0
Patrick Peterson,MIN,MIA,6,2022,True,1,6,0
Harrison Smith,MIN,MIA,6,2022,True,1,0,0
Talanoa Hufanga,SF,PIT,1,2023,True,1,28,0
Charvarius Ward,SF,PIT,1,2023,True,1,9,0
Geno Stone,BAL,TEN,6,2023,True,1,24,0
Sean Murphy-Bunting,TEN,BAL,6,2023,False,1,10,0
David Long Jr.,TEN,MIA,17,2021,False,1,0,0
Darius Slay Jr.,PHI,NO,11,2021,False,1,51,1
T.J. Edwards,PHI,NO,11,2021,False,1,1,0
Lonnie Johnson Jr.,HOU,NE,5,2021,False,1,0,0
James Pierre,PIT,DEN,5,2021,False,1,0,0
Jonathan Allen,WSH,CHI,6,2022,True,1,1,0
Cor'Dale Flott,NYG,DAL,10,2023,True,1,21,0
Darnay Holmes,NYG,DAL,10,2023,True,1,11,0
DaRon Bland,DAL,NYG,10,2023,False,1,0,0
Jaquan Johnson,BUF,CHI,16,2022,True,1,0,0
Kyler Gordon,CHI,BUF,16,2022,False,1,36,0
Nicholas Morrow,CHI,BUF,16,2022,False,1,5,0
Jordan Poyer,BUF,BAL,4,2022,True,2,0,0
Marlon Humphrey,BAL,BUF,4,2022,False,1,26,0
Patrick Peterson,MIN,CHI,18,2021,False,1,66,1
Blake Lynch,MIN,CHI,18,2021,False,1,2,0
Tre'von Moehrig,LV,DEN,6,2021,True,1,35,0
Johnathan Abram,LV,DEN,6,2021,True,1,6,0
Brandon Facyson,LV,DEN,6,2021,True,1,0,0
Jalen Thompson,ARI,SEA,18,2021,False,1,33,0
Jaire Alexander,GB,SF,3,2021,True,1,30,0
Julian Love,NYG,DAL,12,2022,True,1,17,0
Rodarius Williams,NYG,DAL,12,2022,True,1,1,0
Jimmie Ward,SF,LAR,10,2021,False,2,27,1
Lamarcus Joyner,NYJ,PIT,4,2022,True,2,4,0
Jordan Whitehead,NYJ,PIT,4,2022,True,1,0,0
Michael Carter II,NYJ,PIT,4,2022,True,1,0,0
Minkah Fitzpatrick,PIT,NYJ,4,2022,False,1,34,0
Cameron Sutton,PIT,NYJ,4,2022,False,1,26,0
Roger McCreary,TEN,KC,9,2022,True,1,4,0
Fabian Moreau,DEN,BUF,10,2023,True,1,9,0
Justin Simmons,DEN,BUF,10,2023,True,1,0,0
Sam Franklin Jr.,CAR,MIN,4,2023,False,1,99,1
Kamu Grugier-Hill,CAR,MIN,4,2023,False,1,31,0
Duron Harmon,LV,HOU,7,2022,False,1,73,1
Vonn Bell,CIN,CLE,8,2022,True,1,10,0
A.J. Green III,CLE,CIN,8,2022,False,1,0,0
Marshon Lattimore,NO,PHI,17,2022,True,1,12,1
Josiah Scott,PHI,NO,17,2022,False,1,13,0
DaRon Bland,DAL,SEA,13,2023,False,1,0,0
Trevon Diggs,DAL,NYG,3,2022,True,1,7,0
DeAndre Houston-Carson,HOU,CIN,10,2023,True,1,13,0
Shaquill Griffin,HOU,CIN,10,2023,True,1,0,0
Cam Taylor-Britt,CIN,HOU,10,2023,False,1,30,0
Ashtyn Davis,NYJ,MIA,11,2021,False,1,0,0
K'Waun Williams,SF,SEA,13,2021,True,1,4,0
Quandre Diggs,SEA,SF,13,2021,False,1,29,0
Bobby Wagner,SEA,SF,13,2021,False,1,3,0
Desmond King II,HOU,JAX,5,2022,True,1,29,0
Derek Stingley Jr.,HOU,JAX,5,2022,True,1,9,0
Kenny Moore II,IND,HOU,13,2021,True,1,0,0
Julian Blackmon,IND,TEN,5,2023,False,1,10,0
Boogie Basham,BUF,LAR,1,2022,True,1,21,0
Jordan Poyer,BUF,LAR,1,2022,True,1,6,0
Dane Jackson,BUF,LAR,1,2022,True,1,2,0
Troy Hill,LAR,BUF,1,2022,False,1,5,0
Terrell Lewis,LAR,BUF,1,2022,False,1,0,0
Talanoa Hufanga,SF,CHI,1,2022,True,1,1,0
Eddie Jackson,CHI,SF,1,2022,False,1,26,0
Dennis Gardeck,ARI,CAR,4,2022,True,1,24,0
Jalen Thompson,ARI,CAR,4,2022,True,1,0,0
Frankie Luvu,CAR,ARI,4,2022,False,1,33,1
Kerby Joseph,DET,NYG,11,2022,True,1,38,0
Aidan Hutchinson,DET,NYG,11,2022,True,1,20,0
Kwon Alexander,PIT,TEN,9,2023,False,1,0,0
Cameron Sutton,PIT,BAL,18,2021,True,1,0,0
Terrell Edmunds,PIT,BAL,18,2021,True,1,0,0
Geno Stone,BAL,PIT,18,2021,False,1,0,0
C.J. Mosley,NYJ,CHI,12,2022,False,1,0,0
Troy Hill,CAR,MIA,6,2023,True,1,61,1
Anthony Johnson Jr.,GB,LAR,9,2023,False,1,1,0
Tyrann Mathieu,NO,CAR,18,2022,False,1,41,0
Daniel Sorensen,NO,CAR,18,2022,False,1,14,0
Rudy Ford,GB,LV,5,2023,True,1,9,0
Robert Spillane,LV,GB,5,2023,False,2,28,0
Amik Robertson,LV,GB,5,2023,False,1,0,0
Riq Woolen,SEA,LAR,11,2023,True,1,0,0
Derion Kendrick,LAR,SEA,11,2023,False,1,0,0
Brandon Stephens,BAL,CLE,4,2023,True,1,52,0
Geno Stone,BAL,CLE,4,2023,True,1,36,0
Kyle Hamilton,BAL,CLE,4,2023,True,1,0,0
Malik Hooker,DAL,LAR,5,2022,True,1,3,0
Taylor Rapp,BUF,MIA,18,2023,True,1,0,0
Christian Benford,BUF,MIA,18,2023,True,1,0,0
Eli Apple,MIA,BUF,18,2023,False,1,8,0
DeShon Elliott,MIA,BUF,18,2023,False,1,0,0
Baron Browning,DEN,LAC,6,2022,True,1,-6,0
Justin Simmons,DEN,WSH,8,2021,False,2,24,0
Leighton Vander Esch,DAL,PHI,18,2021,True,1,7,0
Eric Kendricks,MIN,LAC,10,2021,True,1,0,0
Andrew Van Ginkel,MIA,HOU,12,2022,False,1,23,0
Verone McKinley III,MIA,HOU,12,2022,False,1,17,0
Kristian Fulton,TEN,NYJ,4,2021,True,1,13,0
Quandre Diggs,SEA,SF,4,2021,True,1,5,0
Micah Hyde,BUF,KC,5,2021,True,1,26,1
Greg Rousseau,BUF,KC,5,2021,True,1,3,0
Marcus Jones,NE,CIN,16,2022,False,1,69,1
Devin McCourty,NE,CIN,16,2022,False,1,0,0
Tae Crowder,NYG,CHI,17,2021,True,1,17,0
James Bradberry IV,NYG,CHI,17,2021,True,1,0,0
Tashaun Gipson Sr.,CHI,NYG,17,2021,False,1,31,0
Deon Bush,CHI,NYG,17,2021,False,1,15,0
Steven Nelson,HOU,PIT,4,2023,False,1,33,0
Charvarius Ward,SF,WSH,17,2023,True,1,3,0
Deommodore Lenoir,SF,WSH,17,2023,True,1,0,0
Lonnie Johnson Jr.,HOU,BUF,4,2021,True,1,32,0
Jaquan Johnson,BUF,HOU,4,2021,False,1,25,0
Tyler Matakevich,BUF,HOU,4,2021,False,1,15,0
Tremaine Edmunds,BUF,HOU,4,2021,False,1,4,0
Micah Hyde,BUF,HOU,4,2021,False,1,0,0
Tremon Smith,HOU,DAL,14,2022,True,2,33,0
Israel Mukuamu,DAL,HOU,14,2022,False,1,0,0
Jordan Fuller,LAR,NO,16,2023,False,1,21,0
Rasul Douglas,GB,ATL,2,2023,True,1,-2,0
Jerry Jacobs,DET,GB,4,2023,True,2,34,0
Rudy Ford,GB,DET,4,2023,False,1,21,0
Richie Grant,ATL,LAC,9,2022,False,1,10,0
Eric Stokes,GB,PIT,4,2021,False,1,0,0
Isaiah Simmons,ARI,TEN,1,2021,True,1,0,0
Kevin Byard III,TEN,ARI,1,2021,False,1,12,0
Foyesade Oluokun,ATL,BUF,17,2021,True,1,18,0
A.J. Terrell,ATL,BUF,17,2021,True,1,7,0
Duron Harmon,ATL,BUF,17,2021,True,1,0,0
Kyler Gordon,CHI,NE,7,2022,True,1,42,0
Jaquan Brisker,CHI,NE,7,2022,True,1,6,0
Roquan Smith,CHI,NE,7,2022,True,1,4,0
Myles Bryant,NE,CHI,7,2022,False,1,11,0
Trevon Diggs,DAL,DET,7,2022,False,1,3,0
Jourdan Lewis,DAL,DET,7,2022,False,1,0,0
Kevin Byard III,TEN,LAC,15,2022,True,1,3,0
Joshua Kalu,TEN,LAC,15,2022,True,1,0,0
Nasir Adderley,LAC,TEN,15,2022,False,1,0,0
Cameron Dantzler Sr.,MIN,DET,13,2021,True,1,0,0
Julian Love,SEA,PHI,15,2023,False,2,0,0
Desmond King II,HOU,SF,17,2021,True,1,0,0
Marcell Harris,SF,HOU,17,2021,False,1,2,0
Dre Greenlaw,SF,DET,1,2021,True,1,39,1
Nick Niemann,LAC,NYG,14,2021,False,1,0,0
Geno Stone,BAL,SEA,9,2023,False,1,0,0
Amik Robertson,LV,NYG,9,2023,False,1,40,0
Nate Hobbs,LV,NYG,9,2023,False,1,10,0
Ivan Pace Jr.,MIN,LV,14,2023,True,1,0,0
Tony Fields II,CLE,HOU,13,2022,True,1,16,1
John Johnson III,CLE,HOU,13,2022,True,1,0,0
Jalen Pitre,HOU,CLE,13,2022,False,1,29,0
Shaq Thompson,CAR,ATL,8,2021,True,1,10,0
Stephon Gilmore,CAR,ATL,8,2021,True,1,0,0
Taylor Rapp,LAR,NYG,6,2021,True,2,31,0
Robert Rochell,LAR,NYG,6,2021,True,1,1,0
Xavier McKinney,NYG,LAR,6,2021,False,2,23,0
Michael Davis,LAC,IND,16,2022,True,1,30,0
Asante Samuel Jr.,LAC,IND,16,2022,True,1,11,0
Derwin James Jr.,LAC,IND,16,2022,True,1,0,0
Rodney Thomas II,IND,LAC,16,2022,False,1,5,0
Corey Ballentine,GB,MIN,17,2023,True,1,0,0
Joey Porter Jr.,PIT,BAL,5,2023,False,1,0,0
Devin White,TB,JAX,16,2023,False,1,10,0
Antoine Winfield Jr.,TB,JAX,16,2023,False,1,0,0
P.J. Williams,NO,TB,8,2021,False,1,40,1
C.J. Gardner-Johnson,NO,TB,8,2021,False,1,26,0
C.J. Gardner-Johnson,PHI,HOU,9,2022,True,1,25,0
James Bradberry IV,PHI,HOU,9,2022,True,1,22,0
Justin Simmons,DEN,KC,8,2023,False,1,33,0
Ja'Quan McMillian,DEN,KC,8,2023,False,1,5,0
Jason Pinnock,NYG,MIA,5,2023,True,1,102,1
Bobby Okereke,NYG,MIA,5,2023,True,1,7,0
Justin Simmons,DEN,BAL,13,2022,True,2,8,0
Grant Delpit,CLE,CAR,1,2022,True,1,-4,0
Christian Benford,BUF,DAL,15,2023,False,1,8,0
Terrel Bernard,BUF,PHI,12,2023,True,1,2,0
James Bradberry IV,PHI,BUF,12,2023,False,1,5,0
Eric Rowe,PIT,CIN,16,2023,False,1,25,0
Patrick Peterson,PIT,CIN,16,2023,False,1,0,0
Alex Highsmith,PIT,CIN,16,2023,False,1,0,0
Ifeatu Melifonwu,DET,DAL,17,2023,True,1,24,0
Jourdan Lewis,DAL,DET,17,2023,False,1,0,0
Donovan Wilson,DAL,DET,17,2023,False,1,0,0
Brandon Stephens,BAL,ARI,8,2023,True,1,4,0
Geno Stone,BAL,ARI,8,2023,True,1,1,0
Mykal Walker,ATL,LAR,2,2022,True,1,21,0
Casey Hayward,ATL,LAR,2,2022,True,1,0,0
Cobie Durant,LAR,ATL,2,2022,False,1,51,0
Jalen Ramsey,LAR,ATL,2,2022,False,1,25,0
Denzel Ward,CLE,BAL,15,2022,False,1,0,0
Amani Oruwariye,DET,BAL,3,2021,False,1,0,0
Derwin James Jr.,LAC,LV,4,2021,False,1,15,0
Darnay Holmes,NYG,PHI,12,2021,False,1,15,0
Tae Crowder,NYG,PHI,12,2021,False,1,9,0
Xavier McKinney,NYG,PHI,12,2021,False,1,0,0
Jevon Holland,MIA,NYJ,12,2023,True,1,99,1
Jerome Baker,MIA,NYJ,12,2023,True,1,1,0
Brandin Echols,NYJ,MIA,12,2023,False,1,30,1
D.J. Reed,NYJ,MIA,12,2023,False,1,0,0
Dee Delaney,TB,NO,4,2023,True,1,4,0
Isaac Yiadom,NO,TB,4,2023,False,1,0,0
Tayler Hawkins,SF,LAR,18,2023,False,1,0,0
Paulson Adebo,NO,IND,8,2023,True,1,27,0
Shaq Thompson,CAR,NYJ,1,2021,False,1,29,0
Kareem Jackson,DEN,LV,1,2023,False,1,0,0
Bobby Okereke,NYG,NE,12,2023,False,1,55,0
Xavier McKinney,NYG,NE,12,2023,False,1,18,0
Deonte Banks,NYG,NE,12,2023,False,1,0,0
Ashtyn Davis,NYJ,BUF,11,2023,True,1,51,0
Rasul Douglas,BUF,NYJ,11,2023,False,2,8,0
John Johnson III,LAR,CLE,13,2023,False,1,42,0
Adoree' Jackson,NYG,TB,11,2021,True,1,10,0
Steve McLendon,TB,NYG,11,2021,False,1,0,0
Mike Edwards,TB,NYG,11,2021,False,1,0,0
Tyrann Mathieu,NO,ATL,12,2023,True,2,21,0
Jessie Bates III,ATL,NO,12,2023,False,1,92,1
Vonn Bell,CIN,BAL,5,2022,True,1,0,0
Patrick Queen,BAL,CIN,5,2022,False,1,11,0
Jahlani Tavai,NE,LV,6,2023,True,1,0,0
Tre'von Moehrig,LV,NE,6,2023,False,1,25,0
Devin Lloyd,JAX,LAC,3,2022,True,1,10,0
Lonnie Johnson Jr.,NO,GB,3,2023,True,1,0,0
