name,team,opponent,week,season,isHome,NO,YDS,AVG,LONG,TD
Marcus Jones,NE,MIN,12,2022,True,2,11,5.5,10,0
Jalen Reagor,MIN,NE,12,2022,False,1,11,11.0,11,0
Deonte Harty,NO,ATL,9,2021,False,3,50,16.7,26,0
Parker Washington,JAX,HOU,12,2023,True,1,22,22.0,22,0
Gunner Olszewski,NE,NYJ,7,2021,False,2,30,15.0,17,0
David Moore,GB,MIN,17,2021,False,3,33,11.0,21,0
Brandon Powell,LAR,NO,11,2022,True,2,9,4.5,14,0
Jalen Ramsey,LAR,NO,11,2022,True,0,5,0.0,5,0
Rashid Shaheed,NO,LAR,11,2022,False,4,40,10.0,17,0
Dante Pettis,CHI,DAL,8,2022,True,1,9,9.0,9,0
KaVontae Turpin,DAL,CHI,8,2022,False,2,15,7.5,13,0
Brandon Powell,MIN,PHI,2,2023,True,2,19,9.5,20,0
Britain Covey,PHI,MIN,2,2023,False,1,2,2.0,2,0
Derius Davis,LAC,NE,13,2023,True,3,55,18.3,34,0
Myles Bryant,NE,LAC,13,2023,False,2,0,0.0,5,0
Ihmir Smith-Marsette,CAR,TEN,12,2023,True,2,9,4.5,6,0
Eric Garror,TEN,CAR,12,2023,False,2,16,8.0,11,0
Jayden Reed,GB,NYG,14,2023,True,2,7,3.5,7,0
Keisean Nixon,GB,NYG,14,2023,True,1,0,0.0,0,0
Bobby McCain,NYG,GB,14,2023,False,1,0,0.0,0,0
Britain Covey,PHI,NYG,18,2022,False,2,30,15.0,16,0
Desmond King II,HOU,TEN,16,2022,True,5,41,8.2,15,0
Robert Woods,TEN,HOU,16,2022,False,2,16,8.0,10,0
Braxton Berrios,MIA,NE,8,2023,False,2,17,8.5,12,0
Brandon Powell,LAR,TB,9,2022,True,2,12,6.0,12,0
Jaelon Darden,TB,LAR,9,2022,False,8,82,10.3,17,0
Keke Coutee,IND,NE,9,2022,True,4,30,7.5,12,0
Marcus Jones,NE,IND,9,2022,False,3,34,11.3,23,0
Ihmir Smith-Marsette,CAR,DAL,11,2023,False,1,14,14.0,14,0
Devin Duvernay,BAL,NE,3,2022,True,2,55,27.5,43,0
Myles Bryant,NE,BAL,3,2022,False,2,13,6.5,13,0
Marvin Mims Jr.,DEN,LAC,14,2023,True,2,25,12.5,13,0
Darius Phillips,CIN,LV,11,2021,True,2,10,5.0,10,0
Hunter Renfrow,LV,CIN,11,2021,False,2,23,11.5,12,0
Dax Milne,WSH,DAL,4,2022,True,2,8,4.0,8,0
KaVontae Turpin,DAL,WSH,4,2022,False,1,-3,-3.0,-3,0
Chester Rogers,TEN,LAR,9,2021,True,1,11,11.0,11,0
J.J. Koski,LAR,TEN,9,2021,False,1,7,7.0,7,0
Brandon Aiyuk,SF,JAX,11,2021,True,1,1,1.0,1,0
Tavon Austin,JAX,SF,11,2021,False,1,0,0.0,0,0
Tylan Wallace,BAL,SF,16,2023,True,1,23,23.0,23,0
Ronnie Bell,SF,BAL,16,2023,False,1,11,11.0,11,0
Dede Westbrook,MIN,CIN,1,2021,True,1,12,12.0,12,0
Darius Phillips,CIN,MIN,1,2021,False,5,53,10.6,15,0
Jalen Reagor,MIN,BUF,10,2022,True,2,12,6.0,10,0
Nyheim Hines,BUF,MIN,10,2022,False,3,25,8.3,13,0
Brandon Aiyuk,SF,TEN,16,2021,True,1,12,12.0,12,0
Freddie Swain,SEA,PIT,6,2021,True,2,17,8.5,14,0
Tyler Lockett,SEA,PIT,6,2021,True,1,3,3.0,3,0
Ray-Ray McCloud III,PIT,SEA,6,2021,False,4,29,7.3,14,0
Trenton Irwin,CIN,TEN,4,2023,True,1,2,2.0,2,0
Mason Kinsey,TEN,CIN,4,2023,False,3,37,12.3,21,0
Andre Roberts,LAC,CIN,13,2021,True,2,18,9.0,15,0
Trenton Irwin,CIN,LAC,13,2021,False,1,5,5.0,5,0
Rashid Shaheed,NO,TB,13,2022,True,2,59,29.5,42,0
Jaelon Darden,TB,NO,13,2022,False,2,20,10.0,15,0
Jaelon Darden,TB,CLE,12,2022,True,2,24,12.0,17,0
Donovan Peoples-Jones,CLE,TB,12,2022,False,5,75,15.0,29,0
Brandon Powell,MIN,CIN,15,2023,True,4,22,5.5,10,0
Charlie Jones,CIN,MIN,15,2023,False,2,18,9.0,10,0
Andrei Iosivas,CIN,MIN,15,2023,False,1,0,0.0,0,0
Britain Covey,PHI,WSH,8,2023,True,1,25,25.0,25,0
Jamison Crowder,WSH,PHI,8,2023,False,1,11,11.0,11,0
KaVontae Turpin,DAL,MIA,16,2023,True,1,2,2.0,2,0
Braxton Berrios,MIA,DAL,16,2023,False,2,32,16.0,16,0
Britain Covey,PHI,NYJ,6,2023,True,3,9,3.0,9,0
Trent Taylor,CHI,LAC,8,2023,True,1,14,14.0,14,0
Derius Davis,LAC,CHI,8,2023,False,1,6,6.0,6,0
Jalen Reagor,PHI,DAL,3,2021,True,3,-2,-0.7,5,0
CeeDee Lamb,DAL,PHI,3,2021,False,1,8,8.0,8,0
Cedrick Wilson Jr.,DAL,PHI,3,2021,False,1,5,5.0,5,0
Myles Bryant,NE,PIT,2,2022,True,3,21,7.0,16,0
Gunner Olszewski,PIT,NE,2,2022,False,1,0,0.0,0,0
Richie James,NYG,MIN,16,2022,True,2,8,4.0,4,0
Jalen Reagor,MIN,NYG,16,2022,False,1,7,7.0,7,0
Greg Dortch,ARI,CLE,9,2023,True,4,48,12.0,23,0
James Proche II,CLE,ARI,9,2023,False,6,55,9.2,17,0
Jamison Crowder,WSH,DEN,2,2023,True,2,9,4.5,6,0
Marvin Mims Jr.,DEN,WSH,2,2023,False,1,45,45.0,45,0
Jason Pinnock,NYG,GB,5,2022,True,1,0,0.0,0,0
Amari Rodgers,GB,NYG,5,2022,False,1,11,11.0,11,0
Brandon Powell,MIN,GB,8,2023,True,3,34,11.3,16,0
Keisean Nixon,GB,MIN,8,2023,False,1,6,6.0,6,0
Desmond King II,HOU,IND,18,2022,True,1,16,16.0,16,0
Keke Coutee,IND,HOU,18,2022,False,2,13,6.5,13,0
Calvin Austin III,PIT,LAR,7,2023,True,3,14,4.7,6,0
Hunter Renfrow,LV,IND,17,2021,True,3,64,21.3,41,0
Trent Taylor,CIN,KC,13,2022,False,1,10,10.0,10,0
Ray-Ray McCloud III,SF,CAR,5,2022,True,2,8,4.0,7,0
Donovan Peoples-Jones,CLE,CIN,14,2022,True,3,15,5.0,8,0
Trent Taylor,CIN,CLE,14,2022,False,3,14,4.7,7,0
Eric Garror,TEN,MIA,14,2023,True,4,30,7.5,14,0
Rondale Moore,ARI,SEA,11,2021,True,2,20,10.0,12,0
Freddie Swain,SEA,ARI,11,2021,False,2,9,4.5,6,0
KaVontae Turpin,DAL,TEN,17,2022,True,3,29,9.7,13,0
Jarvis Landry,NO,CAR,3,2022,True,2,17,8.5,14,0
Shi Smith,CAR,NO,3,2022,False,3,22,7.3,12,0
Devin Duvernay,BAL,LV,1,2021,True,4,67,16.8,30,0
Hunter Renfrow,LV,BAL,1,2021,False,2,10,5.0,7,0
Calvin Austin III,PIT,LV,3,2023,True,2,5,2.5,5,0
DeAndre Carter,LV,PIT,3,2023,False,5,44,8.8,16,0
Jakeem Grant Sr.,CHI,LV,5,2021,True,2,38,19.0,21,0
Hunter Renfrow,LV,CHI,5,2021,False,1,9,9.0,9,0
Marcus Jones,NE,NYJ,8,2022,True,2,32,16.0,32,0
Deonte Harty,NO,NE,3,2021,True,1,25,25.0,25,0
Gunner Olszewski,NE,NO,3,2021,False,3,30,10.0,18,0
Kalif Raymond,DET,CLE,11,2021,True,1,17,17.0,17,0
Demetric Felton Jr.,CLE,DET,11,2021,False,3,12,4.0,12,0
Brandon Powell,LAR,ARI,3,2022,True,3,43,14.3,22,0
Jake Gervase,LAR,ARI,3,2022,True,1,1,1.0,1,0
Greg Dortch,ARI,LAR,3,2022,False,3,12,4.0,10,0
Braxton Berrios,NYJ,CLE,2,2022,True,1,16,16.0,16,0
Demetric Felton Jr.,CLE,NYJ,2,2022,False,2,13,6.5,13,0
DeAndre Carter,LAC,CLE,5,2022,True,1,12,12.0,12,0
Dee Alford,ATL,CAR,15,2023,True,2,9,4.5,8,0
Ihmir Smith-Marsette,CAR,ATL,15,2023,False,1,0,0.0,0,0
Ihmir Smith-Marsette,CAR,CHI,10,2023,True,3,79,26.3,79,1
Trent Taylor,CHI,CAR,10,2023,False,2,12,6.0,7,0
Dazz Newsome,CHI,SEA,16,2021,True,2,28,14.0,28,0
Freddie Swain,SEA,CHI,16,2021,False,1,15,15.0,15,0
Amari Rodgers,GB,CHI,2,2022,False,3,20,6.7,20,0
Devin Duvernay,BAL,DEN,4,2021,True,3,64,21.3,42,0
Diontae Spencer,DEN,BAL,4,2021,False,2,13,6.5,8,0
Kendall Hinton,DEN,BAL,4,2021,False,1,9,9.0,9,0
Deven Thompkins,TB,CIN,15,2022,False,2,14,7.0,9,0
Tylan Wallace,BAL,JAX,15,2023,True,1,3,3.0,3,0
Jamal Agnew,JAX,BAL,15,2023,False,1,17,17.0,17,0
Jamison Crowder,WSH,PHI,4,2023,True,1,14,14.0,14,0
Britain Covey,PHI,WSH,4,2023,False,3,38,12.7,20,0
Desmond King II,HOU,IND,18,2023,True,3,42,14.0,15,0
Josh Downs,IND,HOU,18,2023,False,3,25,8.3,10,0
KJ Hill Jr.,LAC,WSH,1,2021,True,1,3,3.0,3,0
DeAndre Carter,WSH,LAC,1,2021,False,2,22,11.0,14,0
Kalif Raymond,DET,ATL,16,2021,True,1,19,19.0,19,0
Avery Williams,ATL,DET,16,2021,False,1,13,13.0,13,0
Deonte Harty,BUF,NYJ,1,2023,True,1,4,4.0,4,0
Xavier Gipson,NYJ,BUF,1,2023,False,2,66,33.0,65,1
Greg Dortch,ARI,HOU,11,2023,True,1,3,3.0,3,0
Antonio Hamilton Sr.,ARI,HOU,11,2023,True,1,0,0.0,0,0
Steven Sims,HOU,ARI,11,2023,False,2,16,8.0,8,0
JoJo Natson,CLE,BAL,14,2021,False,3,15,5.0,8,0
Demetric Felton Jr.,CLE,BAL,14,2021,False,2,0,0.0,0,0
Devin Duvernay,BAL,NYG,6,2022,True,1,12,12.0,12,0
Richie James,NYG,BAL,6,2022,False,1,8,8.0,8,0
Jevon Holland,MIA,CAR,12,2021,False,2,19,9.5,12,0
Jaylen Waddle,MIA,CAR,12,2021,False,1,7,7.0,7,0
Kalif Raymond,DET,GB,2,2021,True,1,10,10.0,10,0
Amari Rodgers,GB,DET,2,2021,False,1,2,2.0,2,0
Derius Davis,LAC,GB,11,2023,True,1,6,6.0,6,0
Jayden Reed,GB,LAC,11,2023,False,1,7,7.0,7,0
Keisean Nixon,GB,LAC,11,2023,False,2,2,1.0,1,0
Tyler Lockett,SEA,DET,4,2022,True,1,7,7.0,7,0
Nsimba Webster,CHI,CLE,3,2021,True,2,4,2.0,4,0
Demetric Felton Jr.,CLE,CHI,3,2021,False,7,103,14.7,24,0
Greg Dortch,ARI,LV,2,2022,True,2,21,10.5,18,0
Nyheim Hines,BUF,NYJ,9,2022,True,1,18,18.0,18,0
James Proche II,CLE,CIN,18,2023,True,1,6,6.0,6,0
Charlie Jones,CIN,CLE,18,2023,False,3,27,9.0,15,0
Nyheim Hines,BUF,NE,13,2022,True,2,4,2.0,4,0
Marcus Jones,NE,BUF,13,2022,False,1,0,0.0,0,0
Jevon Holland,MIA,BUF,8,2021,True,3,12,4.0,8,0
Isaiah McKenzie,BUF,MIA,8,2021,False,2,25,12.5,16,0
Diontae Spencer,DEN,DAL,9,2021,True,1,1,1.0,1,0
Cedrick Wilson Jr.,DAL,DEN,9,2021,False,1,0,0.0,0,0
Nahshon Wright,DAL,DEN,9,2021,False,1,0,0.0,0,0
Alex Erickson,CAR,HOU,3,2021,True,2,17,8.5,12,0
Andre Roberts,HOU,CAR,3,2021,False,1,-4,-4.0,-4,0
Braxton Berrios,MIA,NE,2,2023,True,2,27,13.5,18,0
DeMario Douglas,NE,MIA,2,2023,False,2,12,6.0,12,0
Isaiah McKenzie,IND,TB,12,2023,False,1,13,13.0,13,0
Tutu Atwell,LAR,IND,2,2021,True,1,0,0.0,0,0
Donovan Peoples-Jones,CLE,BAL,7,2022,True,2,14,7.0,8,0
Devin Duvernay,BAL,CLE,7,2022,False,1,46,46.0,46,0
Christian Kirk,JAX,ATL,4,2023,False,1,12,12.0,12,0
Parker Washington,JAX,ATL,4,2023,False,1,5,5.0,5,0
Jamison Crowder,WSH,DAL,12,2023,True,2,9,4.5,9,0
KaVontae Turpin,DAL,WSH,12,2023,False,1,5,5.0,5,0
Dante Pettis,CHI,DET,10,2022,False,3,44,14.7,18,0
Mecole Hardman,KC,BAL,2,2021,True,1,13,13.0,13,0
Devin Duvernay,BAL,KC,2,2021,False,1,16,16.0,16,0
Travis Benjamin,SF,LAR,18,2021,True,1,14,14.0,14,0
Brandon Powell,LAR,SF,18,2021,False,2,40,20.0,31,0
Dee Alford,ATL,NO,18,2023,True,2,12,6.0,11,0
Rashid Shaheed,NO,ATL,18,2023,False,2,18,9.0,9,0
Jaelon Darden,TB,DAL,1,2022,True,3,28,9.3,10,0
KaVontae Turpin,DAL,TB,1,2022,False,1,3,3.0,3,0
Deven Thompkins,TB,CHI,2,2023,False,2,7,3.5,6,0
Andre Roberts,HOU,IND,6,2021,True,1,3,3.0,3,0
Nyheim Hines,IND,HOU,6,2021,False,2,8,4.0,6,0
Keisean Nixon,GB,DEN,7,2023,True,2,17,8.5,15,0
Marvin Mims Jr.,DEN,GB,7,2023,False,1,11,11.0,11,0
Hunter Renfrow,LV,KC,14,2021,True,1,6,6.0,6,0
Mecole Hardman,KC,LV,14,2021,False,1,11,11.0,11,0
Rashid Shaheed,NO,BAL,9,2022,False,1,8,8.0,8,0
Andre Roberts,LAC,LV,18,2021,True,2,4,2.0,4,0
Hunter Renfrow,LV,LAC,18,2021,False,3,32,10.7,13,0
Gunner Olszewski,NYG,LAR,17,2023,False,4,108,27.0,94,1
Mike Hughes,KC,LV,10,2021,True,2,46,23.0,37,0
Andre Roberts,HOU,CLE,2,2021,True,1,0,0.0,0,0
Demetric Felton Jr.,CLE,HOU,2,2021,False,3,22,7.3,15,0
Jamison Crowder,WSH,NE,9,2023,True,5,31,6.2,14,0
DeMario Douglas,NE,WSH,9,2023,False,2,-2,-1.0,0,0
Pharoh Cooper,ARI,SF,18,2022,True,2,17,8.5,10,0
Ray-Ray McCloud III,SF,ARI,18,2022,False,2,22,11.0,14,0
Isaiah McKenzie,BUF,TEN,6,2021,True,2,6,3.0,6,0
Chester Rogers,TEN,BUF,6,2021,False,1,0,0.0,0,0
Jevon Holland,MIA,NO,16,2021,True,1,10,10.0,10,0
Tommylee Lewis,MIA,NO,16,2021,True,2,-1,-0.5,0,0
Easop Winston Jr.,NO,MIA,16,2021,False,3,27,9.0,17,0
Tylan Wallace,BAL,MIA,17,2023,False,1,6,6.0,6,0
Darius Phillips,CIN,PIT,3,2021,True,2,9,4.5,16,0
Ray-Ray McCloud III,PIT,CIN,3,2021,False,1,14,14.0,14,0
Brandon Powell,LAR,GB,15,2022,True,1,8,8.0,8,0
Keisean Nixon,GB,LAR,15,2022,False,2,36,18.0,19,0
Braxton Berrios,NYJ,NE,11,2022,True,2,9,4.5,9,0
Marcus Jones,NE,NYJ,11,2022,False,4,109,27.3,84,1
Myles Bryant,NE,NYJ,11,2022,False,1,0,0.0,0,0
Easop Winston Jr.,NO,NYJ,14,2021,True,4,54,13.5,18,0
Braxton Berrios,NYJ,NO,14,2021,False,3,44,14.7,28,0
KaVontae Turpin,DAL,PHI,9,2023,True,2,23,11.5,12,0
Britain Covey,PHI,DAL,9,2023,False,1,4,4.0,4,0
Amari Rodgers,GB,NO,1,2021,True,1,17,17.0,17,0
Deonte Harty,NO,GB,1,2021,False,1,13,13.0,13,0
Ray-Ray McCloud III,PIT,BUF,1,2021,True,1,5,5.0,5,0
Isaiah McKenzie,BUF,PIT,1,2021,False,1,1,1.0,1,0
Brandon Aiyuk,SF,ARI,5,2021,True,2,6,3.0,5,0
Rondale Moore,ARI,SF,5,2021,False,1,12,12.0,12,0
Gunner Olszewski,NE,LAC,8,2021,True,4,80,20.0,27,0
Andre Roberts,LAC,NE,8,2021,False,1,7,7.0,7,0
Isaiah McKenzie,BUF,JAX,9,2021,True,1,0,0.0,0,0
Jamal Agnew,JAX,BUF,9,2021,False,1,14,14.0,14,0
Deonte Harty,NO,TEN,10,2021,True,1,4,4.0,4,0
Chester Rogers,TEN,NO,10,2021,False,1,9,9.0,9,0
Desmond King II,HOU,MIA,9,2021,True,1,2,2.0,2,0
Jevon Holland,MIA,HOU,9,2021,False,3,31,10.3,15,0
Britain Covey,PHI,ARI,5,2022,True,3,22,7.3,15,0
Greg Dortch,ARI,PHI,5,2022,False,1,10,10.0,10,0
Deven Thompkins,TB,GB,15,2023,True,1,13,13.0,13,0
Skyy Moore,KC,TB,4,2022,True,1,12,12.0,12,0
Donovan Peoples-Jones,CLE,GB,16,2021,True,3,26,8.7,15,0
Amari Rodgers,GB,CLE,16,2021,False,1,9,9.0,9,0
DeAndre Carter,LAC,LV,13,2022,True,1,23,23.0,23,0
Devin Duvernay,BAL,MIN,9,2021,False,1,14,14.0,14,0
Brandon Powell,MIN,DET,18,2023,True,1,13,13.0,13,0
Kalif Raymond,DET,MIN,18,2023,False,4,89,22.3,42,0
Jamal Agnew,JAX,IND,1,2023,True,2,58,29.0,48,0
Isaiah McKenzie,IND,JAX,1,2023,False,2,20,10.0,16,0
Rondale Moore,ARI,CHI,13,2021,True,1,0,0.0,0,0
Jakeem Grant Sr.,CHI,ARI,13,2021,False,1,8,8.0,8,0
Braxton Berrios,MIA,KC,9,2023,True,1,7,7.0,7,0
Mecole Hardman,KC,MIA,9,2023,False,3,14,4.7,10,0
Cedrick Wilson Jr.,DAL,NE,6,2021,True,2,-1,-0.5,-1,0
Gunner Olszewski,NE,DAL,6,2021,False,1,23,23.0,23,0
Trent Taylor,CIN,NYJ,3,2022,True,2,23,11.5,15,0
Braxton Berrios,NYJ,CIN,3,2022,False,1,10,10.0,10,0
Isaiah McKenzie,BUF,MIA,2,2021,True,2,33,16.5,20,0
Jakeem Grant Sr.,MIA,BUF,2,2021,False,1,1,1.0,1,0
Jaylen Waddle,MIA,BUF,2,2021,False,1,0,0.0,0,0
Devin Duvernay,BAL,CIN,2,2023,True,1,2,2.0,2,0
Charlie Jones,CIN,BAL,2,2023,False,1,81,81.0,81,1
Jevon Holland,MIA,CIN,4,2022,True,1,6,6.0,6,0
Trent Taylor,CIN,MIA,4,2022,False,1,23,23.0,23,0
Xavier Gipson,NYJ,NYG,8,2023,True,3,20,6.7,10,0
Gunner Olszewski,NYG,NYJ,8,2023,False,6,56,9.3,15,0
Chester Rogers,TEN,IND,3,2021,False,3,44,14.7,18,0
Darius Phillips,CIN,CHI,2,2021,True,1,15,15.0,15,0
Marcus Jones,NE,CLE,6,2022,True,3,35,11.7,16,0
Chester Rogers,CLE,NE,6,2022,False,2,7,3.5,7,0
Keelan Cole Sr.,NYJ,BUF,18,2021,True,1,3,3.0,3,0
Javin White,NYJ,BUF,18,2021,True,1,2,2.0,2,0
Micah Hyde,BUF,NYJ,18,2021,False,3,29,9.7,17,0
Isaiah McKenzie,BUF,NYJ,18,2021,False,2,-1,-0.5,0,0
Marcus Jones,NE,LV,15,2022,True,3,25,8.3,17,0
Hunter Renfrow,LV,NE,15,2022,False,3,20,6.7,12,0
Deonte Harty,NO,CAR,17,2021,False,4,8,2.0,3,0
Marvin Mims Jr.,DEN,KC,6,2023,True,2,30,15.0,18,0
Montrell Washington,KC,DEN,6,2023,False,3,10,3.3,10,0
Kalif Raymond,DET,KC,1,2023,True,1,16,16.0,16,0
Richie James,KC,DET,1,2023,False,3,16,5.3,9,0
Jakeem Grant Sr.,CHI,TB,7,2021,True,2,13,6.5,13,0
Jaelon Darden,TB,CHI,7,2021,False,1,43,43.0,43,0
Marquez Stevenson,BUF,TB,14,2021,True,2,9,4.5,5,0
Jaelon Darden,TB,BUF,14,2021,False,1,10,10.0,10,0
Marvin Mims Jr.,DEN,HOU,13,2023,True,1,7,7.0,7,0
Desmond King II,HOU,DEN,13,2023,False,1,7,7.0,7,0
Hunter Renfrow,LV,LAC,1,2022,True,2,4,2.0,4,0
Austin Trammell,LAR,IND,4,2023,True,4,15,3.8,8,0
Isaiah McKenzie,IND,LAR,4,2023,False,1,13,13.0,13,0
Mecole Hardman,KC,WSH,6,2021,True,2,56,28.0,31,0
Braxton Berrios,MIA,DEN,3,2023,False,3,30,10.0,15,0
Devin Duvernay,BAL,MIA,10,2021,True,1,9,9.0,9,0
Jaylen Waddle,MIA,BAL,10,2021,False,1,6,6.0,6,0
Jevon Holland,MIA,BAL,10,2021,False,1,4,4.0,4,0
Mike Hughes,ATL,DET,3,2023,True,3,11,3.7,8,0
Kalif Raymond,DET,ATL,3,2023,False,2,13,6.5,13,0
Alex Erickson,CAR,ARI,10,2021,True,2,22,11.0,12,0
Greg Dortch,ARI,CAR,10,2021,False,3,24,8.0,17,0
Devin Duvernay,BAL,PIT,14,2022,True,1,9,9.0,9,0
Steven Sims,PIT,BAL,14,2022,False,2,0,0.0,0,0
Keelan Cole Sr.,LV,SEA,12,2022,True,3,11,3.7,11,0
DeeJay Dallas,SEA,LV,12,2022,False,1,11,11.0,11,0
Dee Alford,ATL,CHI,17,2023,True,2,27,13.5,15,0
Trent Taylor,CHI,ATL,17,2023,False,2,19,9.5,15,0
Shi Smith,CAR,CIN,9,2022,True,1,5,5.0,5,0
Trent Taylor,CIN,CAR,9,2022,False,3,52,17.3,27,0
Rashid Shaheed,NO,ARI,7,2022,True,2,28,14.0,14,0
Jaydon Mickens,TB,MIA,5,2021,False,1,0,0.0,0,0
Deven Thompkins,TB,ATL,14,2023,True,2,26,13.0,13,0
Dee Alford,ATL,TB,14,2023,False,4,57,14.3,23,0
Shi Smith,CAR,ATL,8,2022,True,4,46,11.5,22,0
Avery Williams,ATL,CAR,8,2022,False,1,19,19.0,19,0
Dede Westbrook,MIN,ARI,2,2021,True,3,21,7.0,15,0
Rondale Moore,ARI,MIN,2,2021,False,3,19,6.3,8,0
Mecole Hardman,KC,LAC,7,2023,False,1,50,50.0,50,0
Brandon Powell,MIN,SF,7,2023,False,1,4,4.0,4,0
Chester Rogers,TEN,PIT,15,2021,True,2,48,24.0,55,0
Ray-Ray McCloud III,PIT,TEN,15,2021,False,3,39,13.0,17,0
Jamison Crowder,WSH,NYJ,16,2023,True,4,43,10.8,24,0
Xavier Gipson,NYJ,WSH,16,2023,False,1,9,9.0,9,0
Tutu Atwell,LAR,ARI,4,2021,False,2,4,2.0,4,0
Devin Duvernay,BAL,PIT,13,2021,True,2,12,6.0,12,0
Ray-Ray McCloud III,PIT,BAL,13,2021,False,4,33,8.3,14,0
Jayden Reed,GB,CHI,1,2023,True,3,54,18.0,35,0
Trent Taylor,CHI,GB,1,2023,False,2,16,8.0,8,0
Jamal Agnew,JAX,PHI,4,2022,True,2,8,4.0,8,0
Britain Covey,PHI,JAX,4,2022,False,1,2,2.0,2,0
Kyren Williams,LAR,SEA,1,2023,True,1,7,7.0,7,0
DeeJay Dallas,SEA,LAR,1,2023,False,1,18,18.0,18,0
Jakeem Grant Sr.,MIA,LV,3,2021,True,3,27,9.0,12,0
Hunter Renfrow,LV,MIA,3,2021,False,2,9,4.5,7,0
Marquez Callaway,NO,SEA,5,2022,False,2,25,12.5,21,0
Marvin Mims Jr.,DEN,CHI,4,2023,True,1,25,25.0,25,0
Trent Taylor,CHI,DEN,4,2023,False,1,8,8.0,8,0
Demetric Felton Jr.,CLE,KC,1,2021,True,1,4,4.0,4,0
Mecole Hardman,KC,CLE,1,2021,False,1,7,7.0,7,0
Nsimba Webster,CHI,LAR,1,2021,True,1,3,3.0,3,0
Braxton Berrios,NYJ,CIN,8,2021,False,1,16,16.0,16,0
Montrell Washington,DEN,JAX,8,2022,True,4,22,5.5,12,0
Christian Kirk,JAX,DEN,8,2022,False,4,25,6.3,10,0
Alex Erickson,CAR,NO,2,2021,False,4,24,6.0,14,0
Isaiah McKenzie,IND,JAX,6,2023,True,2,13,6.5,8,0
Jamal Agnew,JAX,IND,6,2023,False,1,6,6.0,6,0
Jamal Agnew,JAX,IND,10,2021,True,4,30,7.5,10,0
Nyheim Hines,IND,JAX,10,2021,False,1,11,11.0,11,0
Easop Winston Jr.,NO,TB,15,2021,True,3,38,12.7,34,0
Jaelon Darden,TB,NO,15,2021,False,7,41,5.9,11,0
Jamal Agnew,JAX,TEN,14,2022,True,3,20,6.7,9,0
Dontrell Hilliard,TEN,JAX,14,2022,False,2,4,2.0,4,0
Josh Thompson,TEN,JAX,14,2022,False,1,0,0.0,0,0
Richie James,NYG,TEN,1,2022,True,5,62,12.4,22,0
Kyle Philips,TEN,NYG,1,2022,False,4,62,15.5,46,0
Gunner Olszewski,PIT,MIA,7,2022,True,3,19,6.3,10,0
Cedrick Wilson Jr.,MIA,PIT,7,2022,False,1,1,1.0,1,0
Dede Westbrook,MIN,GB,11,2021,False,1,8,8.0,8,0
J.J. Koski,LAR,GB,12,2021,True,1,13,13.0,13,0
Randall Cobb,GB,LAR,12,2021,False,1,0,0.0,0,0
Jalen Reagor,PHI,LV,7,2021,True,1,6,6.0,6,0
Hunter Renfrow,LV,PHI,7,2021,False,1,15,15.0,15,0
Rashid Shaheed,NO,CLE,16,2022,True,1,0,0.0,0,0
Donovan Peoples-Jones,CLE,NO,16,2022,False,2,15,7.5,12,0
Jaelon Darden,TB,NO,2,2022,True,2,17,8.5,17,0
Deonte Harty,NO,TB,2,2022,False,1,-6,-6.0,-6,0
Ihmir Smith-Marsette,CAR,ATL,1,2023,True,3,14,4.7,13,0
Scotty Miller,ATL,CAR,1,2023,False,1,4,4.0,4,0
Dee Alford,ATL,CAR,1,2023,False,1,0,0.0,0,0
Robert Woods,HOU,NO,6,2023,False,1,0,0.0,0,0
Rondale Moore,ARI,DET,15,2021,True,2,18,9.0,12,0
Kalif Raymond,DET,ARI,15,2021,False,2,24,12.0,14,0
Isaiah McKenzie,BUF,NYJ,10,2021,True,1,26,26.0,26,0
Braxton Berrios,NYJ,BUF,10,2021,False,1,8,8.0,8,0
Jalen Reagor,MIN,MIA,6,2022,True,3,36,12.0,25,0
Jevon Holland,MIA,MIN,6,2022,False,2,4,2.0,4,0
Tyreek Hill,MIA,MIN,6,2022,False,1,-2,-2.0,-2,0
Ray-Ray McCloud III,SF,PIT,1,2023,True,3,41,13.7,19,0
Calvin Austin III,PIT,SF,1,2023,False,1,2,2.0,2,0
Devin Duvernay,BAL,TEN,6,2023,True,3,91,30.3,70,0
Kyle Philips,TEN,BAL,6,2023,False,3,11,3.7,11,0
Jaylen Waddle,MIA,TEN,17,2021,True,1,15,15.0,15,0
Chris Milton,MIA,TEN,17,2021,True,1,0,0.0,0,0
Chester Rogers,TEN,MIA,17,2021,False,3,28,9.3,11,0
Deonte Harty,NO,PHI,11,2021,True,4,29,7.3,14,0
Jalen Reagor,PHI,NO,11,2021,False,4,43,10.8,13,0
Gunner Olszewski,NE,HOU,5,2021,True,1,13,13.0,13,0
Andre Roberts,HOU,NE,5,2021,False,1,11,11.0,11,0
Diontae Spencer,DEN,PIT,5,2021,True,2,26,13.0,13,0
Ray-Ray McCloud III,PIT,DEN,5,2021,False,1,0,0.0,0,0
Dax Milne,WSH,CHI,6,2022,True,3,35,11.7,14,0
Velus Jones Jr.,CHI,WSH,6,2022,False,3,16,5.3,10,0
Deuce Vaughn,DAL,NYG,10,2023,False,3,9,3.0,11,0
Nyheim Hines,BUF,CHI,16,2022,True,3,21,7.0,10,0
Dante Pettis,CHI,BUF,16,2022,False,1,12,12.0,12,0
