,Name,Teams,Season,POS,GP,REC,TGTS,YDS,AVG,TD,LNG,BIG,YDS/G,FUM,LST,YAC,FD
273,Alec Ingold,MIA,2022,FB,17,15,23,105,7.0,1,17,0,6.2,0,0,93,4
274,Dare Ogunbowale,HOU,2022,RB,17,20,26,104,5.2,0,23,1,6.1,0,0,124,5
275,Steven Sims,PIT,2022,WR,12,14,23,104,7.4,0,28,1,8.7,0,0,86,5
276,Jalen Reagor,MIN,2022,WR,17,8,13,104,13.0,1,38,2,6.1,0,0,28,5
277,Peyton Hendershot,DAL,2022,TE,17,11,16,103,9.4,2,29,2,6.1,0,0,47,8
278,River Cracraft,MIA,2022,WR,11,9,14,102,11.3,2,22,1,9.3,0,0,26,8
279,Darrell Henderson Jr.,LAR,2022,RB,10,17,22,102,6.0,0,15,0,10.2,0,0,110,5
280,Justin Jackson,DET,2022,RB,16,12,19,101,8.4,1,15,0,6.3,0,0,110,7
281,Joshua Kelley,LAC,2022,RB,13,14,25,101,7.2,0,22,1,7.8,0,0,88,4
282,Anthony Firkser,ATL,2022,TE,11,9,13,100,11.1,0,22,1,9.1,0,0,20,5
283,Giovanni Ricci,CAR,2022,FB,15,8,9,100,12.5,0,32,1,6.7,0,0,58,3
284,Zonovan Knight,NYJ,2022,RB,7,13,14,100,7.7,0,16,0,14.3,1,0,132,5
285,Marcus Johnson,NYG,2022,WR,14,9,22,99,11.0,0,18,0,7.1,0,0,36,6
286,Marlon Mack,SF / DEN,2022,RB,8,8,10,99,12.4,1,66,1,12.4,0,0,114,2
287,Damien Harris,NE,2022,RB,11,17,23,97,5.7,0,15,0,8.8,0,0,86,4
288,Mike Boone,DEN,2022,RB,9,9,15,96,10.7,0,34,2,10.7,0,0,81,2
289,Albert Okwuegbunam Jr.,DEN,2022,TE,8,10,18,95,9.5,1,25,1,11.9,0,0,59,4
290,Raheem Blackshear,CAR,2022,RB,13,10,12,93,9.3,0,27,1,7.2,0,0,105,3
291,Ezekiel Elliott,DAL,2022,RB,15,17,23,92,5.4,0,31,1,6.1,0,0,88,4
292,Alexander Mattison,MIN,2022,RB,17,15,18,91,6.1,1,16,0,5.4,0,0,121,4
293,Kenyan Drake,BAL,2022,RB,12,17,26,89,5.2,1,15,0,7.4,0,0,125,7
294,Cam Sims,WSH,2022,WR,17,8,18,89,11.1,0,21,1,5.2,0,0,18,5
295,Parker Hesse,ATL,2022,TE,17,9,11,89,9.9,0,22,1,5.2,0,0,36,6
296,Michael Bandy,LAC,2022,WR,10,10,21,89,8.9,0,25,2,8.9,0,0,25,5
297,Ty Johnson,NYJ,2022,RB,17,12,24,88,7.3,0,16,0,5.2,0,0,73,3
298,C.J. Ham,MIN,2022,FB,17,10,12,86,8.6,0,17,0,5.1,0,0,56,7
299,Quintin Morris,BUF,2022,TE,14,8,11,84,10.5,1,26,1,6.0,1,1,33,6
300,Samori Toure,GB,2022,WR,11,5,10,82,16.4,1,37,2,7.5,1,0,11,2
301,Kenny Golladay,NYG,2022,WR,12,6,17,81,13.5,1,25,1,6.8,0,0,11,4
302,Grant Calcaterra,PHI,2022,TE,15,5,9,81,16.2,0,40,1,5.4,0,0,41,3
303,Ko Kieft,TB,2022,TE,17,7,10,80,11.4,1,19,0,4.7,0,0,31,5
304,Eric Tomlinson,DEN,2022,TE,17,9,13,79,8.8,2,18,0,4.6,0,0,44,5
305,Miles Sanders,PHI,2022,RB,17,20,26,78,3.9,0,16,0,4.6,1,1,103,2
306,Marcus Jones,NE,2022,CB,15,4,4,78,19.5,1,48,1,5.2,0,0,95,3
307,Kyle Philips,TEN,2022,WR,4,8,13,78,9.8,0,21,2,19.5,0,0,21,3
308,Taysom Hill,NO,2022,QB,16,9,13,77,8.6,2,30,1,4.8,0,0,37,5
309,Javonte Williams,DEN,2022,RB,4,16,22,76,4.8,0,13,0,19.0,0,0,118,4
310,Kyren Williams,LAR,2022,RB,10,9,12,76,8.4,0,15,0,7.6,0,0,80,5
311,Jalen Virgil,DEN,2022,WR,9,2,5,75,37.5,1,66,1,8.3,0,0,43,2
312,Patrick Ricard,BAL,2022,FB,17,11,13,74,6.7,0,19,0,4.4,0,0,72,1
313,Kevin White,NO,2022,WR,7,2,5,74,37.0,0,64,1,10.6,0,0,68,2
314,Freddie Swain,MIA / DEN,2022,WR,4,4,6,74,18.5,0,52,1,18.5,0,0,27,3
315,Jamaal Williams,DET,2022,RB,17,12,16,73,6.1,0,17,0,4.3,0,0,65,4
316,Tre' McKitty,LAC,2022,TE,17,10,18,72,7.2,0,12,0,4.2,1,0,52,0
317,Andrew Beck,DEN,2022,FB,13,5,11,69,13.8,0,27,2,5.3,0,0,47,2
318,Reggie Gilliam,BUF,2022,FB,15,8,10,69,8.6,1,14,0,4.6,0,0,54,4
319,Mark Ingram II,NO,2022,RB,10,16,18,68,4.3,0,11,0,6.8,1,1,78,2
320,Marcedes Lewis,GB,2022,TE,17,6,7,66,11.0,2,31,1,3.9,0,0,14,5
321,Chris Myarick,NYG,2022,TE,16,7,8,65,9.3,1,23,1,4.1,0,0,38,5
322,Jake Kumerow,BUF,2022,WR,6,4,7,64,16.0,0,39,1,10.7,0,0,17,4
323,Jalen Guyton,LAC,2022,WR,3,2,4,64,32.0,0,54,1,21.3,0,0,7,2
324,Armani Rogers,WSH,2022,TE,11,5,6,64,12.8,0,23,1,5.8,0,0,57,4
325,Malik Davis,DAL,2022,RB,12,6,7,63,10.5,0,18,0,5.3,0,0,65,5
326,Trent Taylor,CIN,2022,WR,16,6,10,62,10.3,0,34,1,3.9,0,0,43,1
327,James Proche II,BAL,2022,WR,15,8,17,62,7.8,0,12,0,4.1,0,0,16,3
328,Avery Williams,ATL,2022,CB,17,13,14,61,4.7,0,10,0,3.6,0,0,79,3
329,Jamison Crowder,BUF,2022,WR,4,6,13,60,10.0,0,16,0,15.0,0,0,30,4
330,Brian Robinson Jr.,WSH,2022,RB,12,9,12,60,6.7,1,18,0,5.0,0,0,72,3
331,Shane Zylstra,DET,2022,TE,13,11,15,60,5.5,4,14,0,4.6,0,0,13,6
332,Mike Strachan,IND,2022,WR,13,3,9,59,19.7,0,23,2,4.5,0,0,13,3
333,Geoff Swaim,TEN,2022,TE,17,12,16,58,4.8,1,13,0,3.4,0,0,43,4
334,Justice Hill,BAL,2022,RB,15,12,12,58,4.8,0,15,0,3.9,1,0,83,2
335,Dee Eskridge,SEA,2022,WR,10,7,13,58,8.3,0,16,0,5.8,0,0,46,4
336,Brandon Bolden,LV,2022,RB,16,9,9,57,6.3,1,18,0,3.6,0,0,27,2
337,Tyler Kroft,SF,2022,TE,11,4,5,57,14.3,0,28,1,5.2,0,0,14,2
338,Khalil Herbert,CHI,2022,RB,13,9,12,57,6.3,1,25,2,4.4,0,0,81,2
339,Hassan Haskins,TEN,2022,RB,15,11,12,57,5.2,0,10,0,3.8,0,0,58,2
340,Nick Vannett,NO / NYG,2022,TE,9,6,9,55,9.2,0,15,0,6.1,0,0,32,1
341,Corey Clement,ARI,2022,RB,9,5,7,54,10.8,0,21,1,6.0,0,0,61,3
342,Cody Hollister,TEN,2022,WR,11,3,5,54,18.0,0,27,2,4.9,0,0,8,2
343,Sony Michel,LAC,2022,RB,10,9,13,53,5.9,0,9,0,5.3,0,0,46,1
344,Gunner Olszewski,PIT,2022,WR,16,5,7,53,10.6,0,31,1,3.3,0,0,13,1
345,James Robinson,JAX / NYJ,2022,RB,11,11,14,51,4.6,2,10,0,4.6,0,0,57,5
346,Anthony Schwartz,CLE,2022,WR,11,4,10,51,12.8,0,19,0,4.6,1,1,27,2
347,Charlie Kolar,BAL,2022,TE,2,4,6,49,12.3,0,15,0,24.5,0,0,20,3
348,David Johnson,NO,2022,RB,5,4,4,47,11.8,0,21,1,9.4,0,0,46,3
349,Chris Conley,HOU / TEN,2022,WR,9,4,7,46,11.5,0,27,1,5.1,0,0,3,2
350,Stephen Sullivan,CAR,2022,TE,14,2,6,46,23.0,0,33,1,3.3,0,0,21,2
351,Andre Baccellia,ARI,2022,WR,8,7,10,45,6.4,0,11,0,5.6,0,0,11,4
352,Michael Woods II,CLE,2022,WR,10,5,10,45,9.0,0,15,0,4.5,0,0,17,3
353,Tevin Coleman,SF,2022,RB,5,3,3,44,14.7,1,30,1,8.8,0,0,20,2
354,John Brown,BUF,2022,WR,3,1,2,42,42.0,1,42,1,14.0,0,0,0,1
355,Chris Manhertz,JAX,2022,TE,17,6,8,42,7.0,0,21,1,2.5,0,0,35,2
356,Laquon Treadwell,SEA,2022,WR,6,6,10,42,7.0,0,17,0,7.0,0,0,11,3
357,Brandon Johnson,DEN,2022,WR,7,6,14,42,7.0,1,12,0,6.0,0,0,13,2
358,J.K. Dobbins,BAL,2022,RB,8,7,8,42,6.0,1,20,1,5.3,0,0,39,3
359,Pierre Strong Jr.,NE,2022,RB,15,7,7,42,6.0,0,16,0,2.8,0,0,38,3
360,Julius Chestnut,TEN,2022,RB,6,3,3,41,13.7,0,33,1,6.8,0,0,39,1
361,Jameson Williams,DET,2022,WR,6,1,9,41,41.0,1,41,1,6.8,0,0,5,1
362,Jonathan Williams,WSH,2022,RB,13,7,10,40,5.7,0,21,1,3.1,0,0,38,2
363,Luke Farrell,JAX,2022,TE,17,4,4,40,10.0,0,15,0,2.4,0,0,36,3
364,Racey McMath,TEN,2022,WR,5,2,8,40,20.0,0,39,1,8.0,0,0,7,1
365,Zack Moss,IND / BUF,2022,RB,13,11,13,39,3.5,0,8,0,3.0,0,0,42,2
366,Gary Brightwell,NYG,2022,RB,17,5,8,39,7.8,0,12,0,2.3,0,0,35,4
367,Mike Thomas,CIN,2022,WR,10,2,10,38,19.0,0,33,1,3.8,0,0,24,1
368,Chris Evans,CIN,2022,RB,12,3,4,38,12.7,1,26,1,3.2,0,0,8,2
369,Malcolm Brown,LAR,2022,RB,11,5,6,37,7.4,0,13,0,3.4,0,0,37,2
370,Dax Milne,WSH,2022,WR,15,6,7,37,6.2,1,12,0,2.5,0,0,13,2
371,Cole Beasley,BUF / TB,2022,WR,4,6,7,35,5.8,0,9,0,8.8,0,0,14,1
372,Kendall Blanton,LAR,2022,TE,4,2,2,35,17.5,0,28,1,8.8,0,0,23,1
373,Royce Freeman,HOU,2022,RB,4,6,8,33,5.5,0,9,0,8.3,0,0,39,0
374,Darrynton Evans,CHI,2022,RB,6,1,1,33,33.0,0,33,1,5.5,0,0,31,1
375,Tylan Wallace,BAL,2022,WR,9,4,7,33,8.3,0,12,0,3.7,0,0,9,1
376,Deven Thompkins,TB,2022,WR,5,5,10,32,6.4,0,13,0,6.4,0,0,32,1
377,Trayveon Williams,CIN,2022,RB,8,2,3,30,15.0,0,24,1,3.8,0,0,8,1
378,Tony Jones Jr.,SEA / NO,2022,RB,6,5,8,30,6.0,0,9,0,5.0,0,0,34,0
379,Tim Jones,JAX,2022,WR,17,3,4,30,10.0,0,20,1,1.8,0,0,21,1
380,Jordan Wilkins,IND,2022,RB,4,6,8,29,4.8,0,10,0,7.3,0,0,44,1
381,Ronnie Rivers,LAR,2022,RB,8,5,5,29,5.8,0,14,0,3.6,0,0,55,1
382,Kyle Rudolph,TB,2022,TE,9,3,5,28,9.3,1,12,0,3.1,0,0,3,2
383,Myles Gaskin,MIA,2022,RB,4,4,6,28,7.0,0,16,0,7.0,0,0,20,0
384,Tyrie Cleveland,DEN,2022,WR,6,2,7,28,14.0,0,16,0,4.7,0,0,17,1
385,Ryan Griffin,CHI,2022,TE,15,4,8,26,6.5,0,18,0,1.7,0,0,9,1
386,D'Onta Foreman,CAR,2022,RB,17,5,9,26,5.2,0,23,1,1.5,0,0,27,1
387,Tyler Davis,GB,2022,TE,17,4,7,26,6.5,0,23,1,1.5,0,0,27,1
388,Ben Ellefson,MIN,2022,TE,4,3,3,26,8.7,0,12,0,6.5,0,0,11,2
389,Trevon Wesco,CHI,2022,TE,14,2,4,26,13.0,0,23,1,1.9,0,0,12,1
390,Jaelon Darden,TB / CLE,2022,WR,14,2,2,26,13.0,0,25,1,1.9,0,0,16,1
391,Daylen Baldwin,CLE,2022,WR,1,2,2,25,12.5,0,15,0,25.0,0,0,0,2
392,Dezmon Patmon,IND,2022,WR,1,2,6,24,12.0,0,17,0,24.0,0,0,7,1
393,Simi Fehoko,DAL,2022,WR,5,3,4,24,8.0,0,12,0,4.8,0,0,10,1
394,Tyler Badie,DEN,2022,RB,1,1,1,24,24.0,1,24,1,24.0,0,0,31,1
395,Dareke Young,SEA,2022,WR,13,2,2,24,12.0,0,12,0,1.8,0,0,23,2
396,Cole Turner,WSH,2022,TE,10,2,9,23,11.5,0,18,0,2.3,0,0,7,1
397,Ronald Jones,KC,2022,RB,6,1,1,22,22.0,0,22,1,3.7,0,0,23,1
398,Andy Isabella,ARI / BAL,2022,WR,5,2,5,21,10.5,0,11,0,4.2,0,0,5,2
399,Cade Johnson,SEA,2022,WR,3,2,4,21,10.5,0,11,0,7.0,0,0,6,2
400,Kene Nwangwu,MIN,2022,RB,17,2,2,21,10.5,0,16,0,1.2,0,0,21,1
401,Keaontay Ingram,ARI,2022,RB,12,4,5,21,5.3,0,24,1,1.8,0,0,32,1
402,Blake Bell,KC,2022,TE,3,2,2,20,10.0,1,17,0,6.7,0,0,8,1
403,Keke Coutee,IND,2022,WR,8,1,1,20,20.0,0,20,1,2.5,1,1,8,0
404,Penny Hart,SEA,2022,WR,9,3,4,20,6.7,0,15,0,2.2,0,0,12,1
405,Lil'Jordan Humphrey,NE,2022,WR,6,2,4,20,10.0,0,11,0,3.3,0,0,15,0
406,Phillip Lindsay,IND,2022,RB,3,6,8,19,3.2,0,7,0,6.3,0,0,11,0
407,Ke'Shawn Vaughn,TB,2022,RB,15,3,4,19,6.3,0,11,0,1.3,0,0,29,1
408,Jesper Horsted,LV,2022,TE,15,3,4,19,6.3,0,9,0,1.3,0,0,6,0
409,Troy Hairston,HOU,2022,FB,16,5,8,19,3.8,0,7,0,1.2,0,0,10,0
410,Maxx Williams,ARI,2022,TE,11,3,3,18,6.0,0,7,0,1.6,0,0,6,0
411,Keith Kirkwood,NO,2022,WR,5,2,4,18,9.0,0,14,0,3.6,0,0,4,1
412,Juwann Winfree,GB,2022,WR,3,1,4,17,17.0,0,17,0,5.7,0,0,5,1
413,Benny Snell Jr.,PIT,2022,RB,17,2,2,17,8.5,0,11,0,1.0,0,0,18,1
414,Patrick Taylor Jr.,GB,2022,RB,14,1,1,17,17.0,0,17,0,1.2,0,0,17,1
415,Stone Smartt,LAC,2022,TE,7,4,5,17,4.3,0,8,0,2.4,0,0,7,1
416,Braylon Sanders,MIA,2022,WR,3,2,3,17,8.5,0,13,0,5.7,1,1,3,0
417,Rashaad Penny,SEA,2022,RB,5,4,5,16,4.0,0,6,0,3.2,0,0,28,2
418,Dennis Houston,DAL,2022,WR,2,2,6,16,8.0,0,11,0,8.0,0,0,6,0
419,Ty Montgomery II,NE,2022,WR,1,3,4,15,5.0,1,7,0,15.0,0,0,7,1
420,Boston Scott,PHI,2022,RB,15,5,6,15,3.0,0,5,0,1.0,0,0,20,0
421,Quintez Cephus,DET,2022,WR,4,2,3,15,7.5,0,9,0,3.8,0,0,4,1
422,Bryan Edwards,ATL,2022,WR,7,3,5,15,5.0,0,10,0,2.1,0,0,9,0
423,Frank Darby,ATL,2022,WR,5,1,1,15,15.0,0,15,0,3.0,0,0,1,1
424,Ihmir Smith-Marsette,KC / CHI,2022,WR,8,1,4,15,15.0,0,15,0,1.9,1,1,5,0
425,Nsimba Webster,CHI,2022,WR,2,2,3,14,7.0,0,8,0,7.0,1,0,4,1
426,Larry Rountree III,LAC,2022,RB,4,2,2,14,7.0,0,13,0,3.5,0,0,31,1
427,Austin Trammell,LAR,2022,WR,6,2,4,13,6.5,0,8,0,2.2,0,0,0,1
428,Deonte Harty,NO,2022,WR,4,2,2,13,6.5,0,9,0,3.3,0,0,8,0
429,Isaiah Spiller,LAC,2022,RB,6,3,3,13,4.3,0,8,0,2.2,0,0,23,0
430,Jake Gervase,LAR,2022,S,14,1,1,12,12.0,0,12,0,0.9,0,0,6,1
431,Jalen Tolbert,DAL,2022,WR,8,2,3,12,6.0,0,8,0,1.5,0,0,2,0
432,Michael Burton,KC,2022,FB,17,2,3,11,5.5,0,9,0,0.6,0,0,8,0
433,Derek Watt,PIT,2022,FB,17,5,5,11,2.2,1,5,0,0.6,0,0,4,1
434,Miles Boykin,PIT,2022,WR,16,2,3,11,5.5,0,11,0,0.7,0,0,0,1
435,Sean McKeon,DAL,2022,TE,13,2,3,11,5.5,0,10,0,0.8,0,0,7,1
436,Anthony McFarland Jr.,PIT,2022,RB,1,2,2,11,5.5,0,12,0,11.0,0,0,15,1
437,Jakob Johnson,LV,2022,FB,17,5,6,10,2.0,0,5,0,0.6,0,0,7,0
438,Spencer Brown,CAR,2022,RB,2,2,4,10,5.0,0,9,0,5.0,0,0,12,0
439,Danny Gray,SF,2022,WR,13,1,7,10,10.0,0,10,0,0.8,0,0,4,1
440,Stephen Anderson,ARI,2022,TE,16,3,7,9,3.0,0,6,0,0.6,0,0,6,0
441,Darrel Williams,ARI,2022,RB,6,4,8,9,2.3,0,6,0,1.5,0,0,15,0
442,KaVontae Turpin,DAL,2022,WR,17,1,2,9,9.0,0,9,0,0.5,0,0,5,0
443,Adam Prentice,NO,2022,FB,11,3,3,9,3.0,0,4,0,0.8,1,0,18,1
444,Penei Sewell,DET,2022,OT,17,1,1,9,9.0,0,9,0,0.5,0,0,6,1
445,Keith Smith,ATL,2022,FB,17,1,2,8,8.0,0,8,0,0.5,0,0,8,0
446,Tyron Johnson,HOU / LV,2022,WR,4,1,1,8,8.0,0,8,0,2.0,0,0,10,0
447,Demetric Felton Jr.,CLE,2022,RB,8,2,4,8,4.0,0,5,0,1.0,0,0,11,0
448,J.J. Taylor,NE,2022,RB,1,1,1,8,8.0,0,8,0,8.0,0,0,5,0
449,Salvon Ahmed,MIA,2022,RB,12,1,1,8,8.0,0,8,0,0.7,0,0,7,0
450,Trestan Ebner,CHI,2022,RB,17,2,8,8,4.0,0,6,0,0.5,2,1,-1,0
451,Zander Horvath,LAC,2022,FB,15,5,8,8,1.6,2,5,0,0.5,0,0,1,2
452,Jeremy Ruckert,NYJ,2022,TE,9,1,2,8,8.0,0,8,0,0.9,0,0,1,0
453,Dwayne Washington,NO,2022,RB,12,1,1,7,7.0,0,7,0,0.6,0,0,6,0
454,Tommy Sweeney,BUF,2022,TE,5,1,1,7,7.0,0,7,0,1.4,0,0,8,1
455,D'Ernest Johnson,CLE,2022,RB,15,3,3,7,2.3,0,7,0,0.5,0,0,8,0
456,Maurice Alexander,DET,2022,WR,4,1,1,7,7.0,0,7,0,1.8,0,0,4,0
457,Tyler Mabry,SEA,2022,TE,2,1,1,7,7.0,1,7,0,3.5,0,0,1,1
458,Jalen Camp,HOU,2022,WR,2,1,1,7,7.0,0,7,0,3.5,0,0,0,1
459,Jonathan Ward,ARI / TEN,2022,RB,8,2,3,7,3.5,0,4,0,0.9,0,0,4,1
460,Elijah Mitchell,SF,2022,RB,5,3,4,7,2.3,0,5,0,1.4,0,0,16,0
461,Mason Schreck,HOU,2022,TE,3,2,2,6,3.0,0,6,0,2.0,0,0,0,0
462,C.J. Board,TEN,2022,WR,4,1,1,6,6.0,0,6,0,1.5,0,0,0,0
463,Pharoh Cooper,ARI,2022,WR,5,2,2,6,3.0,0,3,0,1.2,0,0,12,0
464,Patrick Mahomes,KC,2022,QB,17,1,1,6,6.0,0,6,0,0.4,0,0,15,0
465,Jacob Harris,LAR,2022,WR,7,1,1,6,6.0,0,6,0,0.9,0,0,2,1
466,Jared Goff,DET,2022,QB,17,1,1,5,5.0,0,5,0,0.3,0,0,5,0
467,Jason Cabinda,DET,2022,FB,8,1,4,5,5.0,0,5,0,0.6,0,0,2,1
468,Ty'Son Williams,ARI,2022,RB,1,1,1,5,5.0,0,5,0,5.0,0,0,6,0
469,Devin Asiasi,CIN,2022,TE,12,2,4,5,2.5,0,6,0,0.4,0,0,0,0
470,Jason Moore,LAC,2022,WR,6,1,2,5,5.0,0,5,0,0.8,0,0,0,0
471,Richard Rodgers,LAC,2022,TE,10,1,4,4,4.0,0,4,0,0.4,0,0,3,0
472,Jeff Driskel,HOU,2022,QB,7,1,1,4,4.0,0,4,0,0.6,0,0,7,0
473,Mike Davis,BAL,2022,RB,8,2,2,4,2.0,0,7,0,0.5,0,0,11,0
474,Kamu Grugier-Hill,ARI / HOU,2022,LB,15,1,1,4,4.0,0,4,0,0.3,0,0,4,1
475,Godwin Igwebuike,SEA,2022,RB,5,1,1,3,3.0,0,3,0,0.6,0,0,0,0
476,Devine Ozigbo,DEN,2022,RB,4,1,1,3,3.0,0,3,0,0.8,0,0,7,0
477,Mason Kinsey,TEN,2022,WR,2,1,1,3,3.0,0,3,0,1.5,0,0,0,0
478,Caleb Huntley,ATL,2022,RB,12,2,2,3,1.5,0,2,0,0.3,0,0,9,0
479,Erik Ezukanma,MIA,2022,WR,1,1,1,3,3.0,0,3,0,3.0,0,0,7,0
480,Cody White,PIT,2022,WR,1,1,1,2,2.0,0,2,0,2.0,0,0,2,0
481,Montrell Washington,DEN,2022,WR,15,4,9,2,0.5,0,4,0,0.1,0,0,13,0
482,Zach Wilson,NYJ,2022,QB,9,1,1,2,2.0,1,2,0,0.2,0,0,0,1
483,Russell Wilson,DEN,2022,QB,15,1,1,1,1.0,0,1,0,0.1,0,0,2,0
484,Tom Brady,TB,2022,QB,17,0,1,0,0.0,0,0,0,0.0,0,0,0,0
485,Josh Gordon,TEN,2022,WR,2,0,1,0,0.0,0,0,0,0.0,0,0,0,0
486,David Bakhtiari,GB,2022,OT,11,0,1,0,0.0,0,0,0,0.0,0,0,0,0
487,Jack Conklin,CLE,2022,OT,14,0,1,0,0.0,0,0,0,0.0,0,0,0,0
488,Tanner Gentry,BUF,2022,WR,3,0,1,0,0.0,0,0,0,0.0,0,0,0,0
489,Gus Edwards,BAL,2022,RB,9,0,2,0,0.0,0,0,0,0.0,0,0,0,0
490,Khari Blasingame,CHI,2022,FB,16,0,1,0,0.0,0,0,0,0.0,0,0,0,0
491,James Washington,DAL,2022,WR,2,0,1,0,0.0,0,0,0,0.0,0,0,0,0
492,Stanley Morgan,CIN,2022,WR,14,0,1,0,0.0,0,0,0,0.0,0,0,0,0
493,Noah Togiai,PHI,2022,TE,2,0,1,0,0.0,0,0,0,0.0,0,0,0,0
494,Feleipe Franks,ATL,2022,TE,11,0,2,0,0.0,0,0,0,0.0,0,0,0,0
495,Charlie Woerner,SF,2022,TE,17,0,2,0,0.0,0,0,0,0.0,0,0,0,0
496,DJ Turner,LV,2022,WR,9,0,1,0,0.0,0,0,0,0.0,0,0,0,0
497,Miller Forristall,CLE,2022,TE,4,0,1,0,0.0,0,0,0,0.0,0,0,0,0
498,Tanner Conner,MIA,2022,TE,13,0,3,0,0.0,0,0,0,0.0,0,0,0,0
499,Lance McCutcheon,LAR,2022,WR,10,0,5,0,0.0,0,0,0,0.0,0,0,0,0
500,Jake Tonges,CHI,2022,TE,4,0,1,0,0.0,0,0,0,0.0,0,0,0,0
501,Josh Ali,ATL,2022,WR,2,0,1,0,0.0,0,0,0,0.0,0,0,0,0
502,Jaret Patterson,WSH,2022,RB,3,0,1,0,0.0,0,0,0,0.0,0,0,0,0
503,Tyrion Davis-Price,SF,2022,RB,6,0,2,0,0.0,0,0,0,0.0,0,0,0,0
504,Giovani Bernard,TB,2022,RB,8,2,2,-1,-0.5,0,6,0,-0.1,0,0,7,0
505,Drew Sample,CIN,2022,TE,2,2,2,-2,-1.0,0,2,0,-1.0,0,0,0,0
506,Joe Flacco,NYJ,2022,QB,5,0,0,-3,0.0,0,-3,0,-0.6,0,0,-3,0
507,Bailey Zappe,NE,2022,QB,4,1,1,-6,-6.0,0,-6,0,-1.5,0,0,2,0
508,Justin Herbert,LAC,2022,QB,17,2,2,-10,-5.0,0,-2,0,-0.6,0,0,5,0
509,Cooper Kupp,LAR,2021,WR,17,145,191,1947,13.4,16,59,30,114.5,0,0,846,89
510,Justin Jefferson,MIN,2021,WR,17,108,167,1616,15.0,10,56,27,95.1,1,1,482,75
511,Davante Adams,GB,2021,WR,16,123,169,1553,12.6,11,59,19,97.1,0,0,604,84
512,Ja'Marr Chase,CIN,2021,WR,17,81,128,1455,18.0,13,82,22,85.6,2,1,651,56
513,Deebo Samuel Sr.,SF,2021,WR,16,77,121,1405,18.2,6,83,23,87.8,4,2,780,51
514,Mark Andrews,BAL,2021,TE,17,107,153,1361,12.7,9,43,20,80.1,1,0,458,75
515,Tyreek Hill,KC,2021,WR,17,111,159,1239,11.2,9,75,13,72.9,2,1,444,75
516,Stefon Diggs,BUF,2021,WR,17,103,164,1225,11.9,10,61,12,72.1,1,0,326,66
517,Tyler Lockett,SEA,2021,WR,16,73,107,1175,16.1,8,69,22,73.4,0,0,277,41
518,Diontae Johnson,PIT,2021,WR,16,107,169,1161,10.9,8,50,14,72.6,2,2,527,59
519,DJ Moore,CAR,2021,WR,17,93,163,1157,12.4,4,64,16,68.1,1,1,426,60
520,Mike Williams,LAC,2021,WR,16,76,129,1146,15.1,9,72,17,71.6,0,0,415,51
521,Keenan Allen,LAC,2021,WR,16,106,157,1138,10.7,6,42,12,71.1,1,0,337,66
522,Travis Kelce,KC,2021,TE,16,92,134,1125,12.2,9,69,13,70.3,1,1,564,63
523,CeeDee Lamb,DAL,2021,WR,16,79,120,1102,13.9,6,49,20,68.9,0,0,441,54
524,Tee Higgins,CIN,2021,WR,14,74,110,1091,14.7,6,54,17,77.9,1,1,290,53
525,Michael Pittman Jr.,IND,2021,WR,17,88,129,1082,12.3,6,57,12,63.6,1,0,348,54
526,Darnell Mooney,CHI,2021,WR,17,81,140,1055,13.0,4,64,14,62.1,0,0,381,49
527,Terry McLaurin,WSH,2021,WR,17,77,130,1053,13.7,5,46,15,61.9,0,0,317,47
528,Hunter Renfrow,LV,2021,WR,17,103,128,1038,10.1,9,54,10,61.1,1,1,452,51
529,Brandin Cooks,HOU,2021,WR,16,90,134,1037,11.5,6,52,12,64.8,0,0,357,45
530,Mike Evans,TB,2021,WR,16,74,114,1035,14.0,14,46,20,64.7,0,0,259,56
531,Kyle Pitts,ATL,2021,TE,17,68,110,1026,15.1,1,61,16,60.4,0,0,313,43
532,Jaylen Waddle,MIA,2021,WR,16,104,140,1015,9.8,6,57,8,63.4,1,0,439,59
533,Marquise Brown,BAL,2021,WR,16,91,146,1008,11.1,6,49,15,63.0,3,1,388,41
534,Christian Kirk,ARI,2021,WR,17,77,103,982,12.8,5,50,16,57.8,0,0,243,44
535,DK Metcalf,SEA,2021,WR,17,75,129,967,12.9,12,84,11,56.9,1,0,328,48
536,DeVonta Smith,PHI,2021,WR,17,64,104,916,14.3,5,46,16,53.9,1,1,220,43
537,Amon-Ra St. Brown,DET,2021,WR,17,90,119,912,10.1,5,37,11,53.6,0,0,424,48
538,George Kittle,SF,2021,TE,14,71,94,910,12.8,6,48,13,65.0,2,1,450,42
539,A.J. Brown,TEN,2021,WR,13,63,105,869,13.8,5,57,10,66.8,0,0,248,45
540,Jakobi Meyers,NE,2021,WR,17,83,126,866,10.4,2,39,12,50.9,1,1,222,42
541,Amari Cooper,DAL,2021,WR,15,68,104,865,12.7,8,41,15,57.7,1,0,235,45
542,Chase Claypool,PIT,2021,WR,15,59,105,860,14.6,2,59,13,57.3,0,0,295,36
543,A.J. Green,ARI,2021,WR,16,54,92,848,15.7,3,42,16,53.0,0,0,181,37
544,Marvin Jones Jr.,JAX,2021,WR,17,73,120,832,11.4,4,33,13,48.9,0,0,132,42
545,Dallas Goedert,PHI,2021,TE,15,56,76,830,14.8,4,45,14,55.3,1,0,386,42
