name,team,opponent,week,season,isHome,REC,YDS,AVG,TD,LONG,TGTS
Jameson Williams,DET,CAR,16,2022,True,0,0,0.0,0,0,1
DJ Moore,CAR,DET,16,2022,False,5,83,16.6,1,47,7
Terrace Marshall Jr.,CAR,DET,16,2022,False,2,55,27.5,0,36,3
Laviska Shenault Jr.,CAR,DET,16,2022,False,3,53,17.7,0,43,3
Tommy Tremble,CAR,DET,16,2022,False,2,18,9.0,0,18,2
Shi Smith,CAR,DET,16,2022,False,1,17,17.0,0,17,2
Ian Thomas,CAR,DET,16,2022,False,1,12,12.0,0,12,3
Raheem Blackshear,CAR,DET,16,2022,False,1,12,12.0,0,12,1
DeVonta Smith,PHI,KC,11,2023,True,6,99,16.5,0,41,8
D'Andre Swift,PHI,KC,11,2023,True,3,31,10.3,0,20,3
A.J. Brown,PHI,KC,11,2023,True,1,8,8.0,0,8,4
Julio Jones,PHI,KC,11,2023,True,2,5,2.5,0,5,2
Kenneth Gainwell,PHI,KC,11,2023,True,1,4,4.0,0,4,1
Jack Stoll,PHI,KC,11,2023,True,1,3,3.0,0,3,2
Olamide Zaccheaus,PHI,KC,11,2023,True,0,0,0.0,0,0,1
Justin Watson,KC,PHI,11,2023,False,5,53,10.6,1,17,11
Travis Kelce,KC,PHI,11,2023,False,7,44,6.3,1,13,9
Rashee Rice,KC,PHI,11,2023,False,4,42,10.5,0,17,5
Mecole Hardman,KC,PHI,11,2023,False,2,12,6.0,0,7,2
Kadarius Toney,KC,PHI,11,2023,False,2,12,6.0,0,7,2
Jerick McKinnon,KC,PHI,11,2023,False,2,8,4.0,0,4,3
Skyy Moore,KC,PHI,11,2023,False,1,4,4.0,0,4,2
Isiah Pacheco,KC,PHI,11,2023,False,1,2,2.0,0,2,1
Marquez Valdes-Scantling,KC,PHI,11,2023,False,0,0,0.0,0,0,3
Noah Gray,KC,PHI,11,2023,False,0,0,0.0,0,0,1
Denzel Mims,NYJ,NE,11,2022,True,2,35,17.5,0,34,6
Elijah Moore,NYJ,NE,11,2022,True,2,17,8.5,0,13,4
Tyler Conklin,NYJ,NE,11,2022,True,2,15,7.5,0,8,3
Garrett Wilson,NYJ,NE,11,2022,True,2,12,6.0,0,6,3
Braxton Berrios,NYJ,NE,11,2022,True,0,0,0.0,0,0,1
Ty Johnson,NYJ,NE,11,2022,True,0,0,0.0,0,0,1
Michael Carter,NYJ,NE,11,2022,True,1,-2,-2.0,0,-2,2
Rhamondre Stevenson,NE,NYJ,11,2022,False,6,56,9.3,0,18,6
Jakobi Meyers,NE,NYJ,11,2022,False,4,52,13.0,0,20,6
Jonnu Smith,NE,NYJ,11,2022,False,4,40,10.0,0,26,4
Damien Harris,NE,NYJ,11,2022,False,2,28,14.0,0,15,2
Hunter Henry,NE,NYJ,11,2022,False,1,20,20.0,0,20,1
DeVante Parker,NE,NYJ,11,2022,False,2,19,9.5,0,10,2
Nelson Agholor,NE,NYJ,11,2022,False,2,18,9.0,0,11,3
Kendrick Bourne,NE,NYJ,11,2022,False,1,8,8.0,0,8,1
Tyquan Thornton,NE,NYJ,11,2022,False,1,5,5.0,0,5,2
Jaylen Waddle,MIA,BUF,15,2022,True,3,114,38.0,1,67,7
Tyreek Hill,MIA,BUF,15,2022,True,9,69,7.7,1,20,13
Cedrick Wilson Jr.,MIA,BUF,15,2022,True,1,21,21.0,0,21,2
Raheem Mostert,MIA,BUF,15,2022,True,1,20,20.0,0,20,2
Alec Ingold,MIA,BUF,15,2022,True,1,7,7.0,0,7,2
Mike Gesicki,MIA,BUF,15,2022,True,1,5,5.0,0,5,1
Trent Sherfield,MIA,BUF,15,2022,True,0,0,0.0,0,0,1
Braylon Sanders,MIA,BUF,15,2022,True,0,0,0.0,0,0,1
Durham Smythe,MIA,BUF,15,2022,True,1,-2,-2.0,0,-2,1
Dawson Knox,BUF,MIA,15,2022,False,6,98,16.3,1,45,8
Stefon Diggs,BUF,MIA,15,2022,False,5,60,12.0,0,20,9
Gabe Davis,BUF,MIA,15,2022,False,4,56,14.0,0,21,6
Devin Singletary,BUF,MIA,15,2022,False,3,28,9.3,0,13,4
Isaiah McKenzie,BUF,MIA,15,2022,False,2,24,12.0,0,19,5
Quintin Morris,BUF,MIA,15,2022,False,1,14,14.0,1,14,1
Nyheim Hines,BUF,MIA,15,2022,False,1,10,10.0,1,10,1
Cole Beasley,BUF,MIA,15,2022,False,1,9,9.0,0,9,1
James Cook,BUF,MIA,15,2022,False,2,5,2.5,1,4,3
Kenny Golladay,NYG,NO,4,2021,True,6,116,19.3,0,28,7
Kadarius Toney,NYG,NO,4,2021,True,6,78,13.0,0,21,9
John Ross,NYG,NO,4,2021,True,3,77,25.7,1,52,4
Saquon Barkley,NYG,NO,4,2021,True,5,74,14.8,1,54,6
Evan Engram,NYG,NO,4,2021,True,5,27,5.4,0,8,6
Kyle Rudolph,NYG,NO,4,2021,True,2,24,12.0,0,20,3
Devontae Booker,NYG,NO,4,2021,True,1,6,6.0,0,6,1
Marquez Callaway,NO,NYG,4,2021,False,2,74,37.0,0,58,2
Deonte Harty,NO,NYG,4,2021,False,5,52,10.4,0,18,8
Ty Montgomery II,NO,NYG,4,2021,False,3,42,14.0,0,21,3
Taysom Hill,NO,NYG,4,2021,False,2,26,13.0,0,15,2
Juwan Johnson,NO,NYG,4,2021,False,2,20,10.0,1,15,3
Chris Hogan,NO,NYG,4,2021,False,2,15,7.5,0,9,2
Dwayne Washington,NO,NYG,4,2021,False,1,6,6.0,0,6,1
Adam Trautman,NO,NYG,4,2021,False,1,3,3.0,0,3,1
Kenny Stills,NO,NYG,4,2021,False,0,0,0.0,0,0,1
Tony Jones Jr.,NO,NYG,4,2021,False,1,-3,-3.0,0,-3,3
Damiere Byrd,ATL,CIN,7,2022,True,1,75,75.0,1,75,1
Olamide Zaccheaus,ATL,CIN,7,2022,True,3,31,10.3,0,12,4
Drake London,ATL,CIN,7,2022,True,1,9,9.0,0,9,1
Kyle Pitts,ATL,CIN,7,2022,True,3,9,3.0,0,7,5
Avery Williams,ATL,CIN,7,2022,True,0,0,0.0,0,0,1
Tyler Boyd,CIN,ATL,7,2022,False,8,155,19.4,1,60,9
Ja'Marr Chase,CIN,ATL,7,2022,False,8,130,16.3,2,41,11
Tee Higgins,CIN,ATL,7,2022,False,5,93,18.6,0,25,7
Hayden Hurst,CIN,ATL,7,2022,False,6,48,8.0,0,14,8
Joe Mixon,CIN,ATL,7,2022,False,3,33,11.0,0,22,3
Mitchell Wilcox,CIN,ATL,7,2022,False,2,14,7.0,0,8,2
Samaje Perine,CIN,ATL,7,2022,False,2,8,4.0,0,6,2
Jonathan Mingo,CAR,TEN,12,2023,True,4,60,15.0,0,24,6
Chuba Hubbard,CAR,TEN,12,2023,True,5,47,9.4,0,25,5
DJ Chark Jr.,CAR,TEN,12,2023,True,3,34,11.3,0,19,4
Ihmir Smith-Marsette,CAR,TEN,12,2023,True,1,14,14.0,0,14,1
Stephen Sullivan,CAR,TEN,12,2023,True,1,13,13.0,0,13,1
Ian Thomas,CAR,TEN,12,2023,True,1,9,9.0,0,9,1
Laviska Shenault Jr.,CAR,TEN,12,2023,True,1,8,8.0,0,8,1
Tommy Tremble,CAR,TEN,12,2023,True,1,7,7.0,0,7,1
Adam Thielen,CAR,TEN,12,2023,True,1,2,2.0,0,2,3
Miles Sanders,CAR,TEN,12,2023,True,0,0,0.0,0,0,1
DeAndre Hopkins,TEN,CAR,12,2023,False,3,49,16.3,0,19,5
Chigoziem Okonkwo,TEN,CAR,12,2023,False,4,45,11.3,0,25,5
Chris Moore,TEN,CAR,12,2023,False,3,41,13.7,0,22,4
Nick Westbrook-Ikhine,TEN,CAR,12,2023,False,4,41,10.3,0,18,5
Josh Whyle,TEN,CAR,12,2023,False,1,11,11.0,0,11,1
Tyjae Spears,TEN,CAR,12,2023,False,1,1,1.0,0,1,3
Derrick Henry,TEN,CAR,12,2023,False,1,0,0.0,0,0,2
Kyle Philips,TEN,CAR,12,2023,False,1,-3,-3.0,0,-3,2
Chigoziem Okonkwo,TEN,IND,4,2022,True,3,38,12.7,1,23,3
Derrick Henry,TEN,IND,4,2022,True,3,33,11.0,0,22,5
Robert Woods,TEN,IND,4,2022,True,4,30,7.5,1,10,4
Dontrell Hilliard,TEN,IND,4,2022,True,4,18,4.5,0,8,4
Treylon Burks,TEN,IND,4,2022,True,2,14,7.0,0,8,3
Austin Hooper,TEN,IND,4,2022,True,1,4,4.0,0,4,1
Kyle Philips,TEN,IND,4,2022,True,0,0,0.0,0,0,1
Mo Alie-Cox,IND,TEN,4,2022,False,6,85,14.2,2,34,6
Alec Pierce,IND,TEN,4,2022,False,4,80,20.0,0,44,6
Kylen Granson,IND,TEN,4,2022,False,4,62,15.5,0,20,4
Parris Campbell,IND,TEN,4,2022,False,4,43,10.8,0,20,4
Jelani Woods,IND,TEN,4,2022,False,1,33,33.0,0,33,1
Michael Pittman Jr.,IND,TEN,4,2022,False,3,31,10.3,0,14,6
Ashton Dulin,IND,TEN,4,2022,False,2,18,9.0,0,10,3
Nyheim Hines,IND,TEN,4,2022,False,2,3,1.5,0,6,2
Jonathan Taylor,IND,TEN,4,2022,False,1,1,1.0,0,1,3
Mike Strachan,IND,TEN,4,2022,False,0,0,0.0,0,0,1
A.J. Brown,PHI,DET,1,2022,True,10,155,15.5,0,54,13
Dallas Goedert,PHI,DET,1,2022,True,3,60,20.0,0,27,4
Kenneth Gainwell,PHI,DET,1,2022,True,2,12,6.0,0,8,4
Miles Sanders,PHI,DET,1,2022,True,2,9,4.5,0,11,2
Zach Pascal,PHI,DET,1,2022,True,1,7,7.0,0,7,1
Noah Togiai,PHI,DET,1,2022,True,0,0,0.0,0,0,1
DeVonta Smith,PHI,DET,1,2022,True,0,0,0.0,0,0,4
Amon-Ra St. Brown,DET,PHI,1,2022,False,8,64,8.0,1,29,12
DJ Chark Jr.,DET,PHI,1,2022,False,4,52,13.0,1,22,8
T.J. Hockenson,DET,PHI,1,2022,False,4,38,9.5,0,16,7
D'Andre Swift,DET,PHI,1,2022,False,3,31,10.3,0,25,3
Josh Reynolds,DET,PHI,1,2022,False,1,28,28.0,0,28,3
Jamaal Williams,DET,PHI,1,2022,False,1,2,2.0,0,2,2
Kalif Raymond,DET,PHI,1,2022,False,0,0,0.0,0,0,2
Ashton Dulin,IND,JAX,2,2022,True,5,79,15.8,0,39,7
Nyheim Hines,IND,JAX,2,2022,True,4,37,9.3,0,19,5
Dezmon Patmon,IND,JAX,2,2022,True,2,24,12.0,0,17,6
Mike Strachan,IND,JAX,2,2022,True,1,23,23.0,0,23,3
Kylen Granson,IND,JAX,2,2022,True,2,14,7.0,0,8,2
Mo Alie-Cox,IND,JAX,2,2022,True,1,9,9.0,0,9,3
Jonathan Taylor,IND,JAX,2,2022,True,1,9,9.0,0,9,1
Parris Campbell,IND,JAX,2,2022,True,0,0,0.0,0,0,2
Christian Kirk,JAX,IND,2,2022,False,6,78,13.0,2,26,6
Evan Engram,JAX,IND,2,2022,False,7,46,6.6,0,12,8
Marvin Jones Jr.,JAX,IND,2,2022,False,3,33,11.0,0,13,5
Travis Etienne Jr.,JAX,IND,2,2022,False,3,33,11.0,0,14,3
Zay Jones,JAX,IND,2,2022,False,3,23,7.7,0,10,4
James Robinson,JAX,IND,2,2022,False,2,14,7.0,0,10,2
Dan Arnold,JAX,IND,2,2022,False,1,8,8.0,0,8,1
Jamal Agnew,JAX,IND,2,2022,False,0,0,0.0,0,0,1
Zay Jones,JAX,IND,6,2022,True,5,42,8.4,0,18,5
Evan Engram,JAX,IND,6,2022,True,5,40,8.0,0,16,6
Christian Kirk,JAX,IND,6,2022,True,4,24,6.0,1,12,5
Travis Etienne Jr.,JAX,IND,6,2022,True,2,22,11.0,0,22,2
Tim Jones,JAX,IND,6,2022,True,1,20,20.0,0,20,1
Luke Farrell,JAX,IND,6,2022,True,1,11,11.0,0,11,1
Jamal Agnew,JAX,IND,6,2022,True,1,5,5.0,0,5,1
James Robinson,JAX,IND,6,2022,True,1,1,1.0,0,1,1
Michael Pittman Jr.,IND,JAX,6,2022,False,13,134,10.3,0,20,16
Deon Jackson,IND,JAX,6,2022,False,10,79,7.9,0,22,10
Parris Campbell,IND,JAX,6,2022,False,7,57,8.1,1,15,11
Alec Pierce,IND,JAX,6,2022,False,3,49,16.3,1,32,7
Kylen Granson,IND,JAX,6,2022,False,4,38,9.5,0,17,4
Jelani Woods,IND,JAX,6,2022,False,2,27,13.5,1,17,3
Phillip Lindsay,IND,JAX,6,2022,False,3,5,1.7,0,5,3
Mike Strachan,IND,JAX,6,2022,False,0,0,0.0,0,0,2
Jalen Virgil,DEN,TEN,10,2022,True,1,66,66.0,1,66,1
Courtland Sutton,DEN,TEN,10,2022,True,6,66,11.0,0,17,11
Kendall Hinton,DEN,TEN,10,2022,True,4,62,15.5,0,35,5
Melvin Gordon III,DEN,TEN,10,2022,True,4,46,11.5,0,17,6
Latavius Murray,DEN,TEN,10,2022,True,3,23,7.7,0,14,3
Eric Saubert,DEN,TEN,10,2022,True,1,12,12.0,0,12,1
Greg Dulcich,DEN,TEN,10,2022,True,1,11,11.0,0,11,4
Eric Tomlinson,DEN,TEN,10,2022,True,0,0,0.0,0,0,1
Chase Edmonds,DEN,TEN,10,2022,True,1,0,0.0,0,0,2
Tyrie Cleveland,DEN,TEN,10,2022,True,0,0,0.0,0,0,3
Jerry Jeudy,DEN,TEN,10,2022,True,0,0,0.0,0,0,1
Montrell Washington,DEN,TEN,10,2022,True,0,0,0.0,0,0,1
Nick Westbrook-Ikhine,TEN,DEN,10,2022,False,5,119,23.8,2,63,8
Chigoziem Okonkwo,TEN,DEN,10,2022,False,1,41,41.0,0,41,2
Austin Hooper,TEN,DEN,10,2022,False,5,41,8.2,0,17,7
Treylon Burks,TEN,DEN,10,2022,False,3,24,8.0,0,15,6
Derrick Henry,TEN,DEN,10,2022,False,2,14,7.0,0,7,3
Robert Woods,TEN,DEN,10,2022,False,2,10,5.0,0,6,7
Dontrell Hilliard,TEN,DEN,10,2022,False,1,6,6.0,0,6,2
Geoff Swaim,TEN,DEN,10,2022,False,0,0,0.0,0,0,1
Christian Kirk,JAX,WSH,1,2022,True,6,117,19.5,0,49,12
Zay Jones,JAX,WSH,1,2022,True,6,65,10.8,0,18,9
Marvin Jones Jr.,JAX,WSH,1,2022,True,4,38,9.5,0,12,6
Evan Engram,JAX,WSH,1,2022,True,4,28,7.0,0,11,4
Travis Etienne Jr.,JAX,WSH,1,2022,True,2,18,9.0,0,23,4
Jamal Agnew,JAX,WSH,1,2022,True,1,6,6.0,0,6,1
James Robinson,JAX,WSH,1,2022,True,1,3,3.0,1,3,2
Antonio Gibson,WSH,JAX,1,2022,False,7,72,10.3,0,26,8
Terry McLaurin,WSH,JAX,1,2022,False,2,58,29.0,1,49,4
Curtis Samuel,WSH,JAX,1,2022,False,8,55,6.9,1,13,11
Logan Thomas,WSH,JAX,1,2022,False,3,45,15.0,0,27,6
Jahan Dotson,WSH,JAX,1,2022,False,3,40,13.3,2,24,5
Armani Rogers,WSH,JAX,1,2022,False,1,23,23.0,0,23,1
J.D. McKissic,WSH,JAX,1,2022,False,3,20,6.7,0,10,3
Cam Sims,WSH,JAX,1,2022,False,0,0,0.0,0,0,1
John Bates,WSH,JAX,1,2022,False,0,0,0.0,0,0,1
Dax Milne,WSH,JAX,1,2022,False,0,0,0.0,0,0,1
Pat Freiermuth,PIT,ATL,13,2022,True,3,76,25.3,0,57,5
Diontae Johnson,PIT,ATL,13,2022,True,5,60,12.0,0,20,11
Connor Heyward,PIT,ATL,13,2022,True,1,17,17.0,1,17,1
Jaylen Warren,PIT,ATL,13,2022,True,2,14,7.0,0,7,2
Benny Snell Jr.,PIT,ATL,13,2022,True,1,11,11.0,0,11,1
Zach Gentry,PIT,ATL,13,2022,True,1,8,8.0,0,8,1
Najee Harris,PIT,ATL,13,2022,True,1,6,6.0,0,6,1
Derek Watt,PIT,ATL,13,2022,True,1,3,3.0,0,3,1
George Pickens,PIT,ATL,13,2022,True,1,2,2.0,0,2,2
Steven Sims,PIT,ATL,13,2022,True,0,0,0.0,0,0,2
Drake London,ATL,PIT,13,2022,False,6,95,15.8,0,37,12
Anthony Firkser,ATL,PIT,13,2022,False,2,24,12.0,0,15,2
Parker Hesse,ATL,PIT,13,2022,False,1,16,16.0,0,16,1
Olamide Zaccheaus,ATL,PIT,13,2022,False,2,13,6.5,0,10,5
Damiere Byrd,ATL,PIT,13,2022,False,1,12,12.0,0,12,1
MyCole Pruitt,ATL,PIT,13,2022,False,1,7,7.0,1,7,1
KhaDarel Hodge,ATL,PIT,13,2022,False,0,0,0.0,0,0,2
Cooper Kupp,LAR,GB,9,2023,True,2,48,24.0,0,34,7
Puka Nacua,LAR,GB,9,2023,True,3,32,10.7,0,18,7
Darrell Henderson Jr.,LAR,GB,9,2023,True,2,16,8.0,0,8,2
Demarcus Robinson,LAR,GB,9,2023,True,1,15,15.0,0,15,1
Tutu Atwell,LAR,GB,9,2023,True,4,13,3.3,0,5,7
Austin Trammell,LAR,GB,9,2023,True,1,6,6.0,0,6,1
Tyler Higbee,LAR,GB,9,2023,True,0,0,0.0,0,0,1
Royce Freeman,LAR,GB,9,2023,True,0,0,0.0,0,0,1
Luke Musgrave,GB,LAR,9,2023,False,3,51,17.0,1,25,4
Dontayvion Wicks,GB,LAR,9,2023,False,4,49,12.3,0,18,4
Christian Watson,GB,LAR,9,2023,False,1,37,37.0,0,37,2
Romeo Doubs,GB,LAR,9,2023,False,3,36,12.0,0,17,3
Aaron Jones,GB,LAR,9,2023,False,4,26,6.5,0,13,6
Jayden Reed,GB,LAR,9,2023,False,3,19,6.3,0,11,3
Josiah Deguara,GB,LAR,9,2023,False,1,7,7.0,0,7,1
AJ Dillon,GB,LAR,9,2023,False,1,3,3.0,0,3,1
Malik Heath,GB,LAR,9,2023,False,0,0,0.0,0,0,1
Mike Gesicki,MIA,LV,3,2021,True,10,86,8.6,0,27,12
Jaylen Waddle,MIA,LV,3,2021,True,12,58,4.8,0,9,13
DeVante Parker,MIA,LV,3,2021,True,4,42,10.5,0,15,7
William Fuller V,MIA,LV,3,2021,True,3,20,6.7,0,10,6
Myles Gaskin,MIA,LV,3,2021,True,3,9,3.0,0,4,6
Malcolm Brown,MIA,LV,3,2021,True,0,0,0.0,0,0,2
Durham Smythe,MIA,LV,3,2021,True,0,0,0.0,0,0,1
Bryan Edwards,LV,MIA,3,2021,False,3,89,29.7,0,34,5
Henry Ruggs III,LV,MIA,3,2021,False,4,78,19.5,0,23,7
Hunter Renfrow,LV,MIA,3,2021,False,5,77,15.4,1,25,6
Darren Waller,LV,MIA,3,2021,False,5,54,10.8,0,23,7
Kenyan Drake,LV,MIA,3,2021,False,3,33,11.0,0,16,6
Peyton Barber,LV,MIA,3,2021,False,3,31,10.3,0,23,5
Zay Jones,LV,MIA,3,2021,False,1,15,15.0,0,15,1
Foster Moreau,LV,MIA,3,2021,False,1,8,8.0,0,8,2
Alec Ingold,LV,MIA,3,2021,False,1,1,1.0,1,1,1
Terry McLaurin,WSH,LAR,15,2023,True,6,141,23.5,1,48,12
Curtis Samuel,WSH,LAR,15,2023,True,5,41,8.2,2,19,9
Antonio Gibson,WSH,LAR,15,2023,True,5,20,4.0,0,8,5
Jahan Dotson,WSH,LAR,15,2023,True,1,12,12.0,0,12,1
Logan Thomas,WSH,LAR,15,2023,True,1,7,7.0,0,7,3
Byron Pringle,WSH,LAR,15,2023,True,1,5,5.0,0,5,1
Jonathan Williams,WSH,LAR,15,2023,True,0,0,0.0,0,0,1
John Bates,WSH,LAR,15,2023,True,0,0,0.0,0,0,1
Dyami Brown,WSH,LAR,15,2023,True,0,0,0.0,0,0,1
Cooper Kupp,LAR,WSH,15,2023,False,8,111,13.9,1,62,8
Puka Nacua,LAR,WSH,15,2023,False,5,50,10.0,0,18,8
Demarcus Robinson,LAR,WSH,15,2023,False,2,44,22.0,1,23,3
Tyler Higbee,LAR,WSH,15,2023,False,4,36,9.0,0,14,5
Davis Allen,LAR,WSH,15,2023,False,1,14,14.0,0,14,1
Kyren Williams,LAR,WSH,15,2023,False,5,3,0.6,0,7,7
Travis Kelce,KC,DEN,8,2023,True,6,58,9.7,0,19,9
Rashee Rice,KC,DEN,8,2023,True,4,56,14.0,0,39,5
Justin Watson,KC,DEN,8,2023,True,2,42,21.0,0,27,3
Marquez Valdes-Scantling,KC,DEN,8,2023,True,2,27,13.5,0,14,4
Noah Gray,KC,DEN,8,2023,True,2,25,12.5,0,17,3
Mecole Hardman,KC,DEN,8,2023,True,2,13,6.5,0,12,2
Jerick McKinnon,KC,DEN,8,2023,True,1,10,10.0,0,11,2
Skyy Moore,KC,DEN,8,2023,True,1,8,8.0,0,8,3
Kadarius Toney,KC,DEN,8,2023,True,1,4,4.0,0,4,1
Blake Bell,KC,DEN,8,2023,True,0,0,0.0,0,0,1
Isiah Pacheco,KC,DEN,8,2023,True,3,-3,-1.0,0,7,4
Jerry Jeudy,DEN,KC,8,2023,False,2,50,25.0,1,39,6
Courtland Sutton,DEN,KC,8,2023,False,2,29,14.5,1,23,3
Samaje Perine,DEN,KC,8,2023,False,2,16,8.0,0,10,3
Javonte Williams,DEN,KC,8,2023,False,3,13,4.3,1,14,3
Jaleel McLaughlin,DEN,KC,8,2023,False,2,6,3.0,0,4,2
Marvin Mims Jr.,DEN,KC,8,2023,False,1,0,0.0,0,0,1
Noah Fant,SEA,ARI,9,2022,True,5,96,19.2,0,51,6
Tyler Lockett,SEA,ARI,9,2022,True,5,67,13.4,1,30,5
DK Metcalf,SEA,ARI,9,2022,True,5,37,7.4,1,9,6
Travis Homer,SEA,ARI,9,2022,True,3,25,8.3,0,22,3
Will Dissly,SEA,ARI,9,2022,True,3,24,8.0,0,13,4
Kenneth Walker III,SEA,ARI,9,2022,True,3,20,6.7,0,13,4
Colby Parkinson,SEA,ARI,9,2022,True,2,6,3.0,0,10,2
Dee Eskridge,SEA,ARI,9,2022,True,0,0,0.0,0,0,2
Rondale Moore,ARI,SEA,9,2022,False,8,69,8.6,0,18,10
Zach Ertz,ARI,SEA,9,2022,False,5,40,8.0,1,14,8
DeAndre Hopkins,ARI,SEA,9,2022,False,4,36,9.0,1,22,5
James Conner,ARI,SEA,9,2022,False,5,19,3.8,0,8,5
Eno Benjamin,ARI,SEA,9,2022,False,1,15,15.0,0,15,1
Greg Dortch,ARI,SEA,9,2022,False,1,0,0.0,0,0,1
Robbie Chosen,ARI,SEA,9,2022,False,1,-4,-4.0,0,-4,3
Deonte Harty,NO,TEN,10,2021,True,3,84,28.0,0,46,4
Mark Ingram II,NO,TEN,10,2021,True,4,61,15.3,0,34,7
Tre'Quan Smith,NO,TEN,10,2021,True,4,44,11.0,1,21,7
Marquez Callaway,NO,TEN,10,2021,True,2,37,18.5,1,22,4
Juwan Johnson,NO,TEN,10,2021,True,2,36,18.0,0,26,3
Adam Trautman,NO,TEN,10,2021,True,5,32,6.4,0,8,6
Taysom Hill,NO,TEN,10,2021,True,1,15,15.0,0,15,2
Kevin White,NO,TEN,10,2021,True,0,0,0.0,0,0,2
Marcus Johnson,TEN,NO,10,2021,False,5,100,20.0,0,50,6
D'Onta Foreman,TEN,NO,10,2021,False,2,48,24.0,0,39,2
Geoff Swaim,TEN,NO,10,2021,False,4,26,6.5,0,16,5
A.J. Brown,TEN,NO,10,2021,False,1,16,16.0,0,16,4
Nick Westbrook-Ikhine,TEN,NO,10,2021,False,1,10,10.0,0,10,1
Chester Rogers,TEN,NO,10,2021,False,1,9,9.0,0,9,1
MyCole Pruitt,TEN,NO,10,2021,False,1,2,2.0,1,2,1
Anthony Firkser,TEN,NO,10,2021,False,1,2,2.0,0,2,2
Jeremy McNichols,TEN,NO,10,2021,False,1,1,1.0,0,1,3
Dez Fitzpatrick,TEN,NO,10,2021,False,1,0,0.0,0,0,1
Adrian Peterson,TEN,NO,10,2021,False,1,-1,-1.0,0,-1,1
Kyle Pitts,ATL,DAL,10,2021,True,4,60,15.0,0,18,7
Olamide Zaccheaus,ATL,DAL,10,2021,True,2,22,11.0,0,13,7
Wayne Gallman,ATL,DAL,10,2021,True,1,21,21.0,0,21,2
Cordarrelle Patterson,ATL,DAL,10,2021,True,1,14,14.0,0,14,2
Frank Darby,ATL,DAL,10,2021,True,1,14,14.0,0,14,3
Tajae Sharpe,ATL,DAL,10,2021,True,1,0,0.0,0,0,1
Mike Davis,ATL,DAL,10,2021,True,0,0,0.0,0,0,1
Russell Gage,ATL,DAL,10,2021,True,0,0,0.0,0,0,3
Christian Blake,ATL,DAL,10,2021,True,0,0,0.0,0,0,1
CeeDee Lamb,DAL,ATL,10,2021,False,6,94,15.7,2,37,7
Tony Pollard,DAL,ATL,10,2021,False,6,56,9.3,0,19,7
Amari Cooper,DAL,ATL,10,2021,False,4,51,12.8,0,22,4
Michael Gallup,DAL,ATL,10,2021,False,3,42,14.0,0,23,5
Noah Brown,DAL,ATL,10,2021,False,1,18,18.0,0,18,1
Sean McKeon,DAL,ATL,10,2021,False,2,15,7.5,0,12,2
Ezekiel Elliott,DAL,ATL,10,2021,False,3,15,5.0,0,6,3
Dalton Schultz,DAL,ATL,10,2021,False,1,14,14.0,0,14,2
Malik Turner,DAL,ATL,10,2021,False,1,7,7.0,0,7,1
Corey Clement,DAL,ATL,10,2021,False,1,5,5.0,0,5,1
Brandon Aiyuk,SF,LAR,18,2021,True,6,107,17.8,0,31,7
Deebo Samuel Sr.,SF,LAR,18,2021,True,4,95,23.8,0,43,6
Jauan Jennings,SF,LAR,18,2021,True,6,94,15.7,2,34,7
JaMycal Hasty,SF,LAR,18,2021,True,2,21,10.5,0,13,3
Trent Sherfield,SF,LAR,18,2021,True,1,13,13.0,0,13,1
George Kittle,SF,LAR,18,2021,True,5,10,2.0,0,6,7
Travis Benjamin,SF,LAR,18,2021,True,0,0,0.0,0,0,1
Cooper Kupp,LAR,SF,18,2021,False,7,118,16.9,1,46,7
Tyler Higbee,LAR,SF,18,2021,False,6,55,9.2,2,15,8
Van Jefferson,LAR,SF,18,2021,False,2,31,15.5,0,24,3
Odell Beckham Jr.,LAR,SF,18,2021,False,2,18,9.0,0,13,5
Cam Akers,LAR,SF,18,2021,False,3,10,3.3,0,6,3
Sony Michel,LAR,SF,18,2021,False,1,6,6.0,0,6,4
Ben Skowronek,LAR,SF,18,2021,False,0,0,0.0,0,0,2
Dallas Goedert,PHI,WSH,17,2021,True,6,71,11.8,0,18,7
DeVonta Smith,PHI,WSH,17,2021,True,3,54,18.0,0,30,6
Boston Scott,PHI,WSH,17,2021,True,4,39,9.8,0,19,4
Greg Ward,PHI,WSH,17,2021,True,2,35,17.5,0,27,2
Quez Watkins,PHI,WSH,17,2021,True,2,15,7.5,0,10,4
Jordan Howard,PHI,WSH,17,2021,True,0,0,0.0,0,0,1
Jalen Reagor,PHI,WSH,17,2021,True,0,0,0.0,0,0,1
Terry McLaurin,WSH,PHI,17,2021,False,7,61,8.7,0,12,8
Cam Sims,WSH,PHI,17,2021,False,4,48,12.0,0,18,5
Jaret Patterson,WSH,PHI,17,2021,False,5,41,8.2,0,12,5
John Bates,WSH,PHI,17,2021,False,3,35,11.7,0,24,4
Dyami Brown,WSH,PHI,17,2021,False,1,25,25.0,0,25,1
Adam Humphries,WSH,PHI,17,2021,False,2,12,6.0,0,10,2
Wendell Smallwood,WSH,PHI,17,2021,False,2,10,5.0,0,6,3
Ricky Seals-Jones,WSH,PHI,17,2021,False,1,8,8.0,0,8,2
Jonathan Williams,WSH,PHI,17,2021,False,2,7,3.5,0,11,3
Dax Milne,WSH,PHI,17,2021,False,0,0,0.0,0,0,1
Darius Slayton,NYG,SEA,8,2022,True,5,66,13.2,0,21,6
