,Name,Teams,Season,POS,GP,SOLO,AST,TOT,SACK YDS,YDS,TFL,PD,INT,INT YDS,LNG,TD,FF,FR,FTD
4433,Colton McKivitz,SF,2020,OT,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4434,Isaiah Zuber,NE,2020,WR,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4435,Jack Fox,DET,2020,P,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4436,Geron Christian,WSH,2020,OT,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4437,Nyheim Hines,IND,2020,RB,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4438,Darius Slayton,NYG,2020,WR,16,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4439,Reggie Robinson II,DAL,2020,CB,5,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0
4440,Bisi Johnson,MIN,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4441,Josh Thomas,BUF,2020,S,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4442,Tyler Bass,BUF,2020,PK,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4443,Alec Ingold,LV,2020,FB,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4444,Daniel Jones,NYG,2020,QB,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4445,Michael Jackson,NE,2020,CB,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4446,Steven Sims,WSH,2020,WR,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4447,Markus Bailey,CIN,2020,LB,11,1,0,1,0.0,0,0,1,0,0,0,0,0,0,0
4448,Josh Allen,BUF,2020,QB,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4449,Gerald Everett,LAR,2020,TE,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4450,Drew Lock,DEN,2020,QB,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4451,Hayden Hurst,ATL,2020,TE,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4452,Calvin Ridley,ATL,2020,WR,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4453,Clay Johnston,CAR,2020,LB,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4454,Jeff Smith,NYJ,2020,WR,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4455,Brandon Knight,DAL,2020,OT,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4456,Michael Dickson,SEA,2020,P,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4457,Ron'Dell Carter,DAL,2020,DE,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4458,Dane Cruikshank,TEN,2020,S,2,0,1,1,0.0,0,0,1,1,13,13,0,0,0,0
4459,Jack Driscoll,PHI,2020,OT,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4460,Bobby Price,DET,2020,CB,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4461,La'Mical Perine,NYJ,2020,RB,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4462,Mecole Hardman,KC,2020,WR,16,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4463,Javon Wims,CHI,2020,WR,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4464,Marquez Callaway,NO,2020,WR,11,1,0,1,0.0,0,0,0,0,0,0,0,0,2,0
4465,Stephen Sullivan,SEA,2020,TE,1,0,1,1,0.0,0,1,0,0,0,0,0,0,0,0
4466,David Montgomery,CHI,2020,RB,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4467,Quintez Cephus,DET,2020,WR,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4468,T.J. Hockenson,DET,2020,TE,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4469,Sean McKeon,DAL,2020,TE,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4470,Cedrick Wilson Jr.,DAL,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0
4471,Darrynton Evans,TEN,2020,RB,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4472,Austin Cutting,MIN,2020,LS,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4473,Nick Harris,CLE,2020,C,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4474,Devin Duvernay,BAL,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4475,Corey Bojorquez,BUF,2020,P,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4476,Keandre Jones,CIN,2020,LB,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4477,Darnell Mooney,CHI,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4478,Devin Singletary,BUF,2020,RB,16,1,0,1,0.0,0,1,0,0,0,0,0,0,0,0
4479,Harrison Bryant,CLE,2020,TE,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4480,Netane Muti,DEN,2020,G,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4481,Jared Mayden,SF,2020,S,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4482,Irv Smith Jr.,MIN,2020,TE,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4483,Omari Cobb,KC,2020,LB,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4484,Kaden Smith,NYG,2020,TE,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4485,Ian Thomas,CAR,2020,TE,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4486,A.J. Brown,TEN,2020,WR,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4487,N'Keal Harry,NE,2020,WR,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4488,James Robinson,JAX,2020,RB,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4489,Mekhi Becton,NYJ,2020,OT,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4490,KJ Hamler,DEN,2020,WR,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4491,Tristan Wirfs,TB,2020,OT,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4492,Dalton Keene,NE,2020,TE,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4493,Walter Palmore,DAL,2020,DT,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4494,Tua Tagovailoa,MIA,2020,QB,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4495,Jalen Reagor,PHI,2020,WR,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4496,Kenny Robinson,CAR,2020,S,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4497,Clyde Edwards-Helaire,KC,2020,RB,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0
4498,Jonathan Taylor,IND,2020,RB,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4499,Cole Kmet,CHI,2020,TE,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4500,Justin Jefferson,MIN,2020,WR,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4501,J.T. Hassell,NYJ,2020,S,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4502,Jordan Mailata,PHI,2020,OT,15,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0
4503,Antonio Gibson,WSH,2020,RB,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4504,Damien Lewis,SEA,2020,G,16,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0
4505,Aaron Brewer,ARI,2020,LS,16,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0
4506,Troymaine Pope,LAC,2020,RB,6,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0
4507,Bradlee Anae,DAL,2020,LB,7,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
4508,Brandon Zylstra,CAR,2020,WR,16,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1
